36,LEE,4223,PALM ACRES CHARTER HIGH SCHOOL,48,100,148,2,74,96,COMMENDABLE,MAINTAINING,MAINTAINING,,,,,,,,,YES,A,03,NO,78.7,68.6,
36,LEE,4242,NORTH NICHOLAS HIGH SCHOOL,39,88,127,2,64,98,COMMENDABLE,COMMENDABLE,COMMENDABLE,,MAINTAINING,,,,,,,YES,A,03,NO,44.6,0.3,
36,LEE,4251,CORONADO HIGH SCHOOL,49,93,142,2,71,99,COMMENDABLE,COMMENDABLE,MAINTAINING,,MAINTAINING,,,,,,,YES,A,03,NO,79.6,4.8,
36,LEE,4274,ISLAND PARK HIGH SCHOOL,38,98,136,2,68,100,COMMENDABLE,COMMENDABLE,COMMENDABLE,,,,,,,,,YES,A,03,NO,61.6,1.2,
36,LEE,4302,DONNA J. BEASLEY TECHNICAL ACADEMY,33,93,126,2,63,94,COMMENDABLE,MAINTAINING,MAINTAINING,MAINTAINING,MAINTAINING,,,,,,,YES,A,03,NO,66.5,54.9,
36,LEE,4303,NORTHERN PALMS CHARTER HIGH SCHOOL,40,,40,1,40,99,MAINTAINING,COMMENDABLE,MAINTAINING,UNSATISFACTORY,,,,,,,,YES,A,03,NO,30.8,50.7,
36,LEE,9450,COUNTY WIDE EXCEPTIONAL CHILD PROGRAMS,44,25,69,2,35,81,MAINTAINING,MAINTAINING,MAINTAINING,,,,,,,,,NO,E,04,NO,51.4,24.5,
37,LEON,0191,SECOND CHANCE AT GHAZVINI LEARNING CENTER,14,25,39,2,20,85,UNSATISFACTORY,,UNSATISFACTORY,,,DECLINING,,,,,,NO,A,04,YES,89.2,100,
37,LEON,0411,GRETCHEN EVERHART SCHOOL,27,23,50,2,25,98,UNSATISFACTORY,UNSATISFACTORY,,,IMPROVING,DECLINING,IMPROVING,,,,,NO,E,04,NO,54.1,80.4,
37,LEON,0452,HERITAGE TRAILS COMMUNITY SCHOOL,26,32,58,2,29,82,MAINTAINING,MAINTAINING,MAINTAINING,MAINTAINING,DECLINING,DECLINING,,,,,,NO,E,04,NO,62.1,100,
37,LEON,1211,SUCCESS ACADEMY AT GHAZVINI LEARNING CENTER,27,37,64,2,32,91,MAINTAINING,MAINTAINING,MAINTAINING,MAINTAINING,,MAINTAINING,MAINTAINING,DECLINING,,,,NO,A,04,YES,85.9,100,
40,MADISON,0950,MADISON COUNTY EXCEL ALTERNATIVE EDUCATION CENTER,11,6,17,2,9,83,UNSATISFACTORY,,UNSATISFACTORY,,,,,,,,,NO,A,04,NO,92.1,,Y
41,MANATEE,0731,HORIZONS ACADEMY,27,45,72,2,36,86,MAINTAINING,MAINTAINING,MAINTAINING,,DECLINING,,,,DECLINING,,,NO,A,04,NO,81.6,100,
41,MANATEE,2007,JUST FOR GIRLS MIDDLE SCHOOL,42,15,57,2,29,99,MAINTAINING,MAINTAINING,UNSATISFACTORY,UNSATISFACTORY,DECLINING,DECLINING,DECLINING,DECLINING,DECLINING,DECLINING,MAINTAINING,NO,A,02,NO,81.3,89.5,
41,MANATEE,2011,ACCESS TO EDUCATION,15,27,42,2,21,96,UNSATISFACTORY,MAINTAINING,,,IMPROVING,,,,,,,NO,E,04,NO,60,71.4,
41,MANATEE,2019,JUST FOR GIRLS ELEMENTARY SCHOOL,26,54,80,2,40,100,MAINTAINING,MAINTAINING,MAINTAINING,,,,,,,,,NO,A,01,YES,87.2,95.1,
41,MANATEE,2056,PALMSHORES BEHAVIOR HEALTH CENTER,33,40,73,2,37,95,MAINTAINING,UNSATISFACTORY,MAINTAINING,UNSATISFACTORY,,,,,,,,NO,A,04,NO,29.7,1.6,
41,MANATEE,2083,SCHOOL OF ACADEMIC AND BEHAVIORAL LEARNING EXCELLENCE (SABLE),35,26,61,2,31,98,MAINTAINING,UNSATISFACTORY,MAINTAINING,,,,,,,,,NO,A,04,NO,75,81.8,Y
42,MARION,0471,HILLCREST,27,29,56,2,28,99,MAINTAINING,MAINTAINING,,,DECLINING,IMPROVING,DECLINING,,,,,NO,E,04,YES,44.6,77.5,
42,MARION,9401,MARION TECHNICAL INSTITUTE,61,30,91,2,46,95,MAINTAINING,MAINTAINING,,,,,,,,,,NO,A,04,NO,51.6,72.1,
42,MARION,9618,SILVER RIVER MENTORING AND INSTRUCTION,,,,,,,I,,,,,,,,,,,NO,A,04,NO,66.4,89.1,
42,MARION,9731,NEW LEAF CENTER,46,27,73,2,37,82,MAINTAINING,UNSATISFACTORY,UNSATISFACTORY,UNSATISFACTORY,DECLINING,DECLINING,DECLINING,,DECLINING,DECLINING,,NO,A,04,YES,61.8,95.9,
43,MARTIN,0070,RIVERBEND ACADEMY,18,29,47,2,24,94,UNSATISFACTORY,,MAINTAINING,,,,,,,,,NO,E,04,NO,50,2.3,
43,MARTIN,0073,SPECTRUM JUNIOR/SENIOR HIGH SCHOOL,22,55,77,2,39,79,MAINTAINING,MAINTAINING,MAINTAINING,MAINTAINING,,,,,,,,NO,A,04,YES,60.4,100,
43,MARTIN,0294,WILLOUGHBY LEARNING CENTER,44,33,77,2,39,98,MAINTAINING,MAINTAINING,MAINTAINING,MAINTAINING,,,,,,,,NO,A,04,YES,47.1,95.8,
44,MONROE,0106,KEYS CENTER,46,,46,1,46,91,MAINTAINING,MAINTAINING,,,,,,,,,,NO,A,03,NO,78.6,,Y
46,OKALOOSA,0241,SILVER SANDS-EXCEP. CHILDREN,48,43,91,2,46,90,MAINTAINING,UNSATISFACTORY,,,DECLINING,IMPROVING,IMPROVING,,,,,NO,E,04,YES,32.9,62.1,
46,OKALOOSA,0701,OKALOOSA TECHNICAL COLLEGE AND CHOICE HIGH SCHOOL,29,,29,1,29,87,MAINTAINING,UNSATISFACTORY,MAINTAINING,MAINTAINING,IMPROVING,,,DECLINING,,,,NO,A,03,NO,45.6,58,
46,OKALOOSA,0791,EMERALD COAST CAREER INSTITUTE N,38,,38,1,38,91,MAINTAINING,COMMENDABLE,COMMENDABLE,,DECLINING,,DECLINING,,DECLINING,,,NO,A,04,YES,31.3,81.7,
46,OKALOOSA,0801,RICHBOURG SCHOOL,29,14,43,2,22,96,UNSATISFACTORY,MAINTAINING,,,IMPROVING,DECLINING,IMPROVING,,,,,NO,E,04,YES,25.3,63.6,
46,OKALOOSA,9800,OKALOOSA ACADEMY,41,40,81,2,41,92,MAINTAINING,MAINTAINING,MAINTAINING,UNSATISFACTORY,MAINTAINING,,,DECLINING,DECLINING,,DECLINING,YES,A,04,YES,59.8,82,
47,OKEECHOBEE,0113,OKEECHOBEE ACHIEVEMENT ACADEMY,38,34,72,2,36,84,MAINTAINING,UNSATISFACTORY,MAINTAINING,MAINTAINING,MAINTAINING,MAINTAINING,,,DECLINING,DECLINING,,NO,A,04,YES,57.4,55.6,
48,ORANGE,0011,HOSPITAL HOMEBOUND,43,27,70,2,35,91,MAINTAINING,MAINTAINING,MAINTAINING,MAINTAINING,,,,,,,,NO,E,04,NO,74.8,34.1,
48,ORANGE,0031,LA AMISTAD,48,40,88,2,44,90,MAINTAINING,MAINTAINING,,,,,,,,,,NO,E,04,NO,26,7.3,Y
48,ORANGE,0032,ESTEEM ACADEMY,46,,46,1,46,93,MAINTAINING,COMMENDABLE,COMMENDABLE,COMMENDABLE,DECLINING,MAINTAINING,,IMPROVING,,DECLINING,,NO,E,03,NO,56.3,48.6,
48,ORANGE,0040,PROSPERITAS LEADERSHIP ACADEMY CHARTER,32,46,78,2,39,78,MAINTAINING,,MAINTAINING,,,DECLINING,,,,,,YES,A,03,YES,99.3,100,Y
48,ORANGE,0041,SIMON YOUTH FOUND ACAD AT OUTLET MKTPLCE,79,100,179,2,90,96,COMMENDABLE,COMMENDABLE,COMMENDABLE,MAINTAINING,,,,,,,,NO,A,03,NO,67.4,48.8,
48,ORANGE,0042,BETA,65,80,145,2,73,97,COMMENDABLE,COMMENDABLE,COMMENDABLE,MAINTAINING,,,,DECLINING,MAINTAINING,DECLINING,DECLINING,NO,A,03,YES,91.1,100,
48,ORANGE,0055,PRINCETON HOUSE CHARTER,41,39,80,2,40,100,MAINTAINING,UNSATISFACTORY,UNSATISFACTORY,UNSATISFACTORY,DECLINING,DECLINING,DECLINING,,,,,YES,E,01,NO,75,12.8,
48,ORANGE,0065,UCP DOWNTOWN CHARTER,56,22,78,2,39,99,MAINTAINING,MAINTAINING,,,,,,,,,,YES,A,01,YES,86.1,100,
48,ORANGE,0068,UCP WEST ORANGE CHARTER,29,24,53,2,27,98,MAINTAINING,MAINTAINING,,,,,,,,,,YES,A,01,YES,62.9,89.4,
48,ORANGE,0070,UCP PINE HILLS CHARTER,29,36,65,2,33,100,MAINTAINING,MAINTAINING,,,,,,,,,,YES,A,01,YES,95.4,100,
48,ORANGE,0074,WORKFORCE ADVANTAGE ACADEMY CHARTER,37,93,130,2,65,85,MAINTAINING,MAINTAINING,MAINTAINING,,,,,,,,,YES,A,03,NO,89.5,36.7,
48,ORANGE,0084,SHEELER HIGH CHARTER,46,96,142,2,71,96,COMMENDABLE,COMMENDABLE,COMMENDABLE,,,,,,,,MAINTAINING,YES,A,03,NO,79.2,32,
48,ORANGE,0085,CHANCERY HIGH CHARTER,44,88,132,2,66,98,COMMENDABLE,COMMENDABLE,COMMENDABLE,MAINTAINING,MAINTAINING,,,,,,IMPROVING,YES,A,03,NO,92.8,35.6,
48,ORANGE,0090,UCP EAST CHARTER,36,44,80,2,40,99,MAINTAINING,,,,,,,,,,,YES,A,01,NO,67.1,53.9,
48,ORANGE,0113,PROJECT COMPASS,69,80,149,2,75,100,COMMENDABLE,COMMENDABLE,MAINTAINING,MAINTAINING,,,,,,,,NO,A,03,YES,86.1,89.2,
48,ORANGE,0120,ALOMA HIGH CHARTER,45,65,110,2,55,97,COMMENDABLE,COMMENDABLE,COMMENDABLE,,MAINTAINING,,,,,,,YES,A,03,NO,78.8,27.3,
48,ORANGE,0122,POSITIVE PATHWAYS TRANSITION CENTER,42,46,88,2,44,87,MAINTAINING,MAINTAINING,MAINTAINING,,,,,,,,,NO,A,04,YES,86.4,100,
48,ORANGE,0128,UNIVERSAL EDUCATION CENTER,82,,82,1,82,89,MAINTAINING,COMMENDABLE,,,,,,,,,,NO,A,03,NO,80,23.5,
48,ORANGE,0142,CHEROKEE,42,14,56,2,28,91,MAINTAINING,UNSATISFACTORY,UNSATISFACTORY,,,MAINTAINING,,,,,,NO,E,01,YES,93.3,92.7,
48,ORANGE,0152,INNOVATIONS MIDDLE CHARTER,19,25,44,2,22,89,UNSATISFACTORY,UNSATISFACTORY,UNSATISFACTORY,MAINTAINING,DECLINING,MAINTAINING,,,,,,YES,A,04,YES,92,100,Y
48,ORANGE,0163,ASPIRE ACADEMY CHARTER,58,51,109,2,55,99,COMMENDABLE,UNSATISFACTORY,MAINTAINING,,,,,,,,,YES,A,01,YES,93.4,100,
48,ORANGE,0177,ACCESS CHARTER,43,40,83,2,42,98,MAINTAINING,MAINTAINING,MAINTAINING,,DECLINING,MAINTAINING,DECLINING,,,,,YES,E,04,NO,61,8.8,
48,ORANGE,0183,UCP TRANSITIONAL LEARNING ACADEMY HIGH CHARTER,35,38,73,2,37,100,MAINTAINING,UNSATISFACTORY,,,,,,,,,,YES,E,04,YES,71.6,64.4,
48,ORANGE,0202,SUNSHINE HIGH CHARTER,43,76,119,2,60,99,COMMENDABLE,COMMENDABLE,COMMENDABLE,MAINTAINING,MAINTAINING,,,,,,,YES,A,03,NO,92.7,41.3,
48,ORANGE,0441,DEVEREUX TREATMENT PROGRAM,45,11,56,2,28,90,MAINTAINING,MAINTAINING,,,,,,,,,,NO,A,04,NO,51.6,15.6,Y
48,ORANGE,0591,GATEWAY,36,37,73,2,37,93,MAINTAINING,UNSATISFACTORY,MAINTAINING,,DECLINING,,,,,,,NO,E,04,YES,82.6,100,
48,ORANGE,1002,ECON RIVER HIGH CHARTER,33,100,133,2,67,96,COMMENDABLE,COMMENDABLE,COMMENDABLE,,,,,,,,,YES,A,03,NO,79.4,4.5,
48,ORANGE,1561,MAGNOLIA SCHOOL,46,56,102,2,51,86,MAINTAINING,MAINTAINING,,,IMPROVING,IMPROVING,,,,,,NO,E,04,NO,78.3,72.3,
48,ORANGE,1811,ACCELERATION EAST,55,58,113,2,57,100,COMMENDABLE,COMMENDABLE,MAINTAINING,MAINTAINING,DECLINING,DECLINING,DECLINING,DECLINING,DECLINING,,,NO,A,04,YES,89.6,100,
48,ORANGE,1841,ACCELERATION WEST,41,52,93,2,47,100,MAINTAINING,COMMENDABLE,COMMENDABLE,MAINTAINING,DECLINING,DECLINING,,,,,,NO,A,04,YES,95,100,
49,OSCEOLA,0959,MAIN STREET HIGH SCHOOL,32,77,109,2,55,97,COMMENDABLE,COMMENDABLE,COMMENDABLE,MAINTAINING,,,,,,,,YES,A,03,YES,92.1,91.9,
49,OSCEOLA,9003,ZENITH ACCELERATED ACADEMY,46,44,90,2,45,98,MAINTAINING,COMMENDABLE,COMMENDABLE,UNSATISFACTORY,DECLINING,DECLINING,,DECLINING,DECLINING,,,NO,A,04,YES,81.7,100,
49,OSCEOLA,9020,OASIS RESIDENTIAL CENTER,50,,50,1,50,86,MAINTAINING,MAINTAINING,,,,,,,,,,NO,A,03,NO,46.2,18.8,Y
49,OSCEOLA,9036,NEW BEGINNINGS EDUCATION CENTER,35,36,71,2,36,90,MAINTAINING,MAINTAINING,MAINTAINING,MAINTAINING,DECLINING,,,,,,,NO,A,04,YES,84.3,100,
50,PALM BEACH,0842,TURNING POINTS ACADEMY,41,19,60,2,30,87,MAINTAINING,MAINTAINING,,,,,MAINTAINING,DECLINING,DECLINING,DECLINING,,NO,A,04,YES,91.7,95.6,
50,PALM BEACH,1801,ROYAL PALM SCHOOL,19,32,51,2,26,96,MAINTAINING,UNSATISFACTORY,,,DECLINING,MAINTAINING,IMPROVING,,,,,NO,E,04,YES,79.8,100,
50,PALM BEACH,2411,INDIAN RIDGE SCHOOL,42,46,88,2,44,94,MAINTAINING,MAINTAINING,MAINTAINING,MAINTAINING,MAINTAINING,DECLINING,IMPROVING,,,,,NO,E,04,YES,72.5,85.8,
50,PALM BEACH,2521,ED VENTURE CHARTER SCHOOL,,67,67,1,67,98,COMMENDABLE,COMMENDABLE,,,,,,,,,,YES,E,03,NO,80.8,58.7,
50,PALM BEACH,2791,THE LEARNING CENTER AT THE ELS CENTER OF EXCELLENCE,35,35,70,2,35,100,MAINTAINING,MAINTAINING,,,DECLINING,DECLINING,DECLINING,,,,,YES,E,04,NO,38.7,6.6,
50,PALM BEACH,2941,PALM BEACH SCHOOL FOR AUTISM,32,43,75,2,38,100,MAINTAINING,MAINTAINING,,,DECLINING,MAINTAINING,DECLINING,,,,,YES,E,04,YES,51.2,100,
50,PALM BEACH,3002,PALM BEACH COUNTY JAIL,61,50,111,2,56,91,COMMENDABLE,COMMENDABLE,,,IMPROVING,,,IMPROVING,DECLINING,MAINTAINING,,NO,A,03,NO,90.5,82.4,Y
50,PALM BEACH,3024,HIGHRIDGE FAMILY CENTER,37,41,78,2,39,95,MAINTAINING,MAINTAINING,,,,,,DECLINING,MAINTAINING,DECLINING,,NO,A,04,NO,82.1,80,Y
50,PALM BEACH,3039,ALTERNATIVE PROGRAM CENTRAL,45,,45,1,45,81,MAINTAINING,MAINTAINING,,,,,,,,,,NO,A,03,NO,76.9,75,Y
50,PALM BEACH,3046,SOUTH AREA SECONDARY INTENSIVE TRANSITION PROGRAM,58,46,104,2,52,95,COMMENDABLE,UNSATISFACTORY,,,MAINTAINING,,,MAINTAINING,IMPROVING,DECLINING,,NO,A,04,YES,89.7,89.2,
50,PALM BEACH,3083,THE LEARNING ACADEMY AT THE ELS CENTER OF EXCELLENCE,19,,19,1,19,95,UNSATISFACTORY,MAINTAINING,,,MAINTAINING,IMPROVING,DECLINING,,,,,YES,E,03,NO,41.3,8.8,
50,PALM BEACH,3101,CROSSROADS ACADEMY,46,42,88,2,44,88,MAINTAINING,COMMENDABLE,,,MAINTAINING,,MAINTAINING,DECLINING,DECLINING,DECLINING,,NO,A,04,YES,96.4,89.9,
50,PALM BEACH,3355,RIVIERA BEACH PREPARATORY & ACHIEVEMENT ACADEMY,38,35,73,2,37,97,MAINTAINING,COMMENDABLE,,,DECLINING,,,DECLINING,DECLINING,DECLINING,,NO,A,04,YES,97.5,93.2,
50,PALM BEACH,3386,TOUSSAINT L'OUVERTURE HIGH,26,30,56,2,28,98,MAINTAINING,MAINTAINING,COMMENDABLE,COMMENDABLE,,,,,,,,YES,A,03,NO,99,72.6,
50,PALM BEACH,3391,SEAGULL ACADEMY,54,40,94,2,47,84,MAINTAINING,MAINTAINING,,,DECLINING,DECLINING,,,,,,YES,E,04,NO,70,87.8,Y
50,PALM BEACH,3398,EVERGLADES PREPARATORY ACADEMY,32,42,74,2,37,94,MAINTAINING,COMMENDABLE,MAINTAINING,MAINTAINING,,,,,,,,YES,A,04,YES,100,96.9,
50,PALM BEACH,3400,BELIEVERS ACADEMY,50,42,92,2,46,95,MAINTAINING,COMMENDABLE,COMMENDABLE,,,,,,,,,YES,E,03,YES,76.7,78.4,
50,PALM BEACH,3401,QUANTUM HIGH SCHOOL,44,59,103,2,52,100,COMMENDABLE,COMMENDABLE,COMMENDABLE,UNSATISFACTORY,DECLINING,,,,,,,YES,A,03,YES,77.3,66.9,
50,PALM BEACH,3421,WORTHINGTON HIGH SCHOOL,29,82,111,2,56,98,COMMENDABLE,COMMENDABLE,COMMENDABLE,UNSATISFACTORY,DECLINING,,,,,,,YES,A,03,YES,83.3,68.2,
50,PALM BEACH,3971,MAVERICKS HIGH SCHOOL AT PALM SPRINGS,37,61,98,2,49,97,MAINTAINING,COMMENDABLE,MAINTAINING,,DECLINING,,,,,,,YES,A,03,YES,91.9,78.5,
50,PALM BEACH,4081,FLORIDA FUTURES ACADEMY NORTH CAMPUS,35,64,99,2,50,88,MAINTAINING,MAINTAINING,MAINTAINING,,,,,,,,,YES,A,03,NO,84.7,59.7,
50,PALM BEACH,4100,CONNECTIONS EDUCATION CENTER OF THE PALM BEACHES,33,26,59,2,30,100,MAINTAINING,MAINTAINING,,,,,,,,,,YES,E,04,YES,82.8,90.6,
51,PASCO,0242,SCHWETTMAN EDUCATION CENTER,,,,,,,I,,,,MAINTAINING,IMPROVING,,DECLINING,DECLINING,,,NO,A,04,NO,37.4,89.6,
51,PASCO,2101,BAYCARE BEHAVIORAL HEALTH,62,,62,1,62,62,MAINTAINING,COMMENDABLE,,,,,,,,,,NO,A,04,NO,37.5,100,Y
51,PASCO,2102,ACHIEVE CENTER OF PASCO,,,,,,,I,,MAINTAINING,,DECLINING,,,,,,,NO,A,04,NO,46.2,98.5,
51,PASCO,4328,PEPIN ACADEMIES OF PASCO COUNTY,39,29,68,2,34,98,MAINTAINING,MAINTAINING,MAINTAINING,UNSATISFACTORY,,,,,,,,YES,E,04,YES,24.8,61.6,
51,PASCO,4331,PASCO MYCROSCHOOL,,,,,,,I,,,,,,,,,,,YES,A,03,NO,41.7,35.6,
51,PASCO,7071,JAMES IRVIN EDUCATION CENTER,,,,,,,I,,MAINTAINING,,DECLINING,DECLINING,DECLINING,DECLINING,DECLINING,,,NO,A,02,NO,59.7,83.6,
52,PINELLAS,0251,BAYSIDE HIGH SCHOOL,47,64,111,2,56,80,MAINTAINING,COMMENDABLE,COMMENDABLE,MAINTAINING,DECLINING,,,,,,DECLINING,NO,A,03,YES,61.6,100,
52,PINELLAS,0681,PAUL B. STEPHENS ESE CENTER,17,35,52,2,26,93,MAINTAINING,UNSATISFACTORY,,,DECLINING,DECLINING,IMPROVING,,,,,NO,E,04,NO,29.8,57.9,
52,PINELLAS,0981,DISSTON ACADEMY,27,45,72,2,36,89,MAINTAINING,MAINTAINING,MAINTAINING,,,IMPROVING,DECLINING,,,,,NO,A,04,YES,79.4,100,
52,PINELLAS,1801,CALVIN A. HUNSINGER SCHOOL,41,37,78,2,39,96,MAINTAINING,MAINTAINING,MAINTAINING,MAINTAINING,DECLINING,MAINTAINING,DECLINING,,,,,NO,E,04,YES,49.5,94.1,
52,PINELLAS,2151,LEALMAN INNOVATION ACADEMY,36,42,78,2,39,97,MAINTAINING,MAINTAINING,UNSATISFACTORY,UNSATISFACTORY,DECLINING,DECLINING,DECLINING,MAINTAINING,DECLINING,MAINTAINING,DECLINING,NO,A,04,YES,76.5,100,
52,PINELLAS,2441,CHI CHI RODRIQUEZ ACADEMY,39,27,66,2,33,100,MAINTAINING,MAINTAINING,MAINTAINING,MAINTAINING,IMPROVING,DECLINING,MAINTAINING,IMPROVING,DECLINING,MAINTAINING,IMPROVING,NO,A,04,YES,49.2,100,
52,PINELLAS,2581,NINA HARRIS ESE CENTER,20,19,39,2,20,95,UNSATISFACTORY,UNSATISFACTORY,,,DECLINING,DECLINING,IMPROVING,,,,,NO,E,04,YES,48.4,78.2,
52,PINELLAS,2821,PINELLAS SECONDARY SCHOOL,,,,,,,I,,MAINTAINING,,,,,,,MAINTAINING,,NO,A,04,YES,73.6,100,
52,PINELLAS,3231,RICHARD L. SANDERS SCHOOL,45,42,87,2,44,94,MAINTAINING,MAINTAINING,UNSATISFACTORY,,,,,,,,,NO,E,04,YES,63.4,100,
52,PINELLAS,3341,CLEARWATER INTERMEDIATE,35,27,62,2,31,99,MAINTAINING,MAINTAINING,UNSATISFACTORY,UNSATISFACTORY,DECLINING,MAINTAINING,DECLINING,MAINTAINING,DECLINING,MAINTAINING,MAINTAINING,NO,A,04,YES,81.8,100,
52,PINELLAS,6371,PINELLAS GULF COAST ACADEMY,61,90,151,2,76,100,COMMENDABLE,COMMENDABLE,MAINTAINING,,,,,,,,,NO,A,03,YES,46.5,84.7,
52,PINELLAS,7051,PINELLAS TELESCHOOL,,,,,,,I,,,,,,,,,,,NO,A,04,YES,72,81.8,
52,PINELLAS,7071,DROPOUT PREVENTION SCHOOL,38,39,77,2,39,86,MAINTAINING,MAINTAINING,MAINTAINING,,,,,,,,DECLINING,NO,A,04,NO,62.1,59.5,
52,PINELLAS,7073,EWES-E-NINI-HASSEE,67,55,122,2,61,100,COMMENDABLE,COMMENDABLE,COMMENDABLE,COMMENDABLE,DECLINING,,,,,,,NO,A,04,NO,34.4,0,
52,PINELLAS,7081,HOSPITAL/HOMEBOUND,50,48,98,2,49,64,MAINTAINING,MAINTAINING,,,,,,,,,,NO,E,04,NO,33.7,31.6,
52,PINELLAS,7491,PINELLAS MYCROSCHOOL OF INTEGRATED ACADEMICS AND TECHNOLOGIES (MYCROSCHOOL PINELLAS),40,88,128,2,64,74,MAINTAINING,MAINTAINING,MAINTAINING,,,,,,,,,YES,A,03,YES,74.5,100,
52,PINELLAS,7731,ENTERPRISE CHARTER HIGH SCHOOL,39,80,119,2,60,99,COMMENDABLE,COMMENDABLE,COMMENDABLE,MAINTAINING,DECLINING,,,,,,,YES,A,03,YES,49.6,89.5,
53,POLK,0092,DORIS A. SANDERS LEARNING CENTER,42,33,75,2,38,100,MAINTAINING,UNSATISFACTORY,,,IMPROVING,DECLINING,IMPROVING,,,,,NO,E,04,YES,47.3,74.3,
53,POLK,0421,DON E WOODS OPPORTUNITY CENTER,62,47,109,2,55,88,MAINTAINING,MAINTAINING,UNSATISFACTORY,UNSATISFACTORY,,,DECLINING,DECLINING,,,,NO,A,04,NO,92.9,100,
53,POLK,0661,KAREN M. SIEGEL ACADEMY,24,53,77,2,39,99,MAINTAINING,MAINTAINING,,,DECLINING,DECLINING,MAINTAINING,,,,,NO,E,04,NO,68.2,74.5,
53,POLK,0916,DAVENPORT COMMUNITY CAMPUS,25,,25,1,25,100,UNSATISFACTORY,,,,,,,,,,,NO,A,03,NO,76.4,87.7,
53,POLK,0917,POLK ACCELERATION ACADEMY,,,,,,,I,,,,,,,,,,,NO,A,03,NO,49.3,85.9,Y
53,POLK,0921,REAL ACADEMY (REACHING EVERY ADOLESCENT LEARNER),21,19,40,2,20,91,UNSATISFACTORY,UNSATISFACTORY,UNSATISFACTORY,UNSATISFACTORY,,,,,,,,NO,A,04,YES,67.3,100,
53,POLK,0932,COMPASS MIDDLE CHARTER SCHOOL,38,31,69,2,35,100,MAINTAINING,MAINTAINING,MAINTAINING,MAINTAINING,DECLINING,DECLINING,DECLINING,MAINTAINING,IMPROVING,IMPROVING,MAINTAINING,YES,A,04,YES,74.8,100,
53,POLK,0962,JEAN O'DELL LEARNING CENTER,13,7,20,2,10,96,UNSATISFACTORY,UNSATISFACTORY,,,DECLINING,DECLINING,MAINTAINING,,,,,NO,E,04,NO,59.5,60.7,
53,POLK,1381,ROOSEVELT ACADEMY,30,42,72,2,36,100,MAINTAINING,MAINTAINING,MAINTAINING,MAINTAINING,DECLINING,IMPROVING,DECLINING,,,,,NO,A,04,YES,52.7,89,
53,POLK,1491,GAUSE ACADEMY OF LEADERSHIP,54,46,100,2,50,93,COMMENDABLE,MAINTAINING,MAINTAINING,MAINTAINING,MAINTAINING,,DECLINING,MAINTAINING,MAINTAINING,DECLINING,MAINTAINING,NO,A,04,YES,70.2,100,
53,POLK,1561,MAYNARD A TRAVISS TECHNICAL ACADEMY,51,71,122,2,61,96,COMMENDABLE,,,,,,,,,,,NO,A,03,NO,,76.7,
53,POLK,1661,RIDGE TECHNICAL ACADEMY,58,,58,1,58,93,COMMENDABLE,,,,,,,,,,,NO,A,03,NO,,63,
53,POLK,2001,BILL DUNCAN OPPORTUNITY CENTER,22,28,50,2,25,87,UNSATISFACTORY,MAINTAINING,MAINTAINING,UNSATISFACTORY,,,,DECLINING,,,,NO,A,04,NO,50,100,
53,POLK,8003,POLK STATE LAKELAND GATEWAY TO COLLEGE CHARTER HIGH SCHOOL,80,94,174,2,87,99,COMMENDABLE,COMMENDABLE,COMMENDABLE,MAINTAINING,,,,,,,,YES,A,03,NO,54.7,33.2,
53,POLK,8004,NEW BEGINNINGS HIGH SCHOOL,,,,,,,I,,,,,,,,,,,YES,A,04,YES,75.9,77,
53,POLK,8008,LANGUAGE & LITERACY ACADEMY FOR LEARNING,36,14,50,2,25,96,UNSATISFACTORY,,,,,,,,,,,YES,E,04,NO,63.6,37.1,
53,POLK,8143,VICTORY RIDGE ACADEMY,27,31,58,2,29,94,MAINTAINING,MAINTAINING,UNSATISFACTORY,MAINTAINING,IMPROVING,DECLINING,,,,,,YES,E,04,YES,57,92.9,
53,POLK,9003,HOSPITAL HOMEBOUND,37,40,77,2,39,69,MAINTAINING,,,,,,,,,,,NO,E,04,NO,50.5,49.7,
53,POLK,9221,NEW HORIZONS,55,,55,1,55,87,MAINTAINING,MAINTAINING,,,,,,,DECLINING,,,NO,A,04,NO,75,28.6,Y
53,POLK,9228,POLK COUNTY SHERIFF'S CENTRAL CENTER,55,,55,1,55,54,MAINTAINING,,,,,,,,,,,NO,A,03,NO,90.9,53.3,Y
54,PUTNAM,0321,ELEANOR H. MILLER SCHOOL,48,56,104,2,52,93,COMMENDABLE,MAINTAINING,UNSATISFACTORY,MAINTAINING,DECLINING,,DECLINING,,,,,NO,E,04,YES,42,100,
55,ST. JOHNS,0032,GAINES ALTERNATIVE AT HAMBLEN,56,,56,1,56,91,COMMENDABLE,MAINTAINING,UNSATISFACTORY,,,,,,,MAINTAINING,,NO,A,04,YES,35.4,5.8,
55,ST. JOHNS,0033,ST. JOHNS TECHNICAL HIGH SCHOOL,37,55,92,2,46,98,MAINTAINING,,MAINTAINING,COMMENDABLE,MAINTAINING,MAINTAINING,DECLINING,MAINTAINING,,,DECLINING,NO,A,04,YES,38.6,100,
55,ST. JOHNS,0061,ST JOHNS COUNTY TRANSITION PROGRAM,21,38,59,2,30,95,MAINTAINING,MAINTAINING,MAINTAINING,,,,,,,,,NO,E,04,YES,31.6,0,
