OBJECTID,Case Number,Crime Type,Crime Type Extension,Reported Date,Address,zip
1091330,2018-594799          ,TRAFFIC,Property Damage,8/27/2018,46TH ST N / SWEETWATER LAKE DR,33613
1091502,2018-596229          ,MISCHIEF,CRIMINAL MISCHIEF MISDEMEANOR,8/27/2018,2200 BLOCK SPRING GLADE CR N,33613
1091625,2018-598346          ,BURGLARY,THEFT FROM A VEHICLE,8/28/2018,13700 BLOCK NEBRASKA AV N,33613
1092163,2018-604350          ,DRUGS,DRUGS/NARCOTICS,8/30/2018,140TH AV E / 15TH ST N,33613
1092289,2018-603819          ,MISCHIEF,CRIMINAL MISCHIEF FELONY,8/30/2018,14400 BLOCK HELLENIC DR,33613
1092438,2018-605963          ,THEFT,SHOPLIFTING,8/31/2018,15300 BLOCK NEBRASKA AV N,33613
1092498,2018-606691          ,MISCHIEF,CRIMINAL MISCHIEF MISDEMEANOR,8/31/2018,3900 BLOCK ROCKY CR,33613
1093480,2018-619141          ,BATTERY,BATTERY-SIMPLE,9/5/2018,2000 BLOCK HOLLY CT,33613
1094393,2018-627507          ,BURGLARY,BURGLARY RESIDENCE / NO FORCE,9/9/2018,13700 BLOCK 21ST ST N,33613
1096205,2018-648501          ,THEFT,GRAND THEFT - ALL OTHER,9/17/2018,3400 BLOCK JEFFERSON COMMONS DR,33613
1097118,2018-655619          ,BATTERY,BATTERY-SIMPLE,9/20/2018,2200 BLOCK CEDAR TRACE CR,33613
1098349,2018-671276          ,FRAUD,FRAUD-CREDIT CARD,9/26/2018,3700 BLOCK JEFFERSON COMMONS DR,33613
1100098,2018-689833          ,THEFT,THEFT FROM A BUILDING,10/3/2018,1300 BLOCK AUTUMN DR,33613
1102073,2018-710688          ,THEFT,SHOPLIFTING,10/11/2018,15300 BLOCK NEBRASKA AV N,33613
1103032,2018-719747          ,THEFT,THEFT OF BICYCLE,10/15/2018,4200 BLOCK MONTICELLO GARDENS PL,33613
1103819,2018-729315          ,FRAUD,FRAUD-OTHER,10/19/2018,14200 BLOCK NEBRASKA AV N,33613
1108711,2018-781482          ,TRAFFIC,Non Incapacitating Injury,11/9/2018,BRUCE B DOWNS BL / 42ND ST N,33613
1109982,2018-792240          ,THEFT,SHOPLIFTING,11/14/2018,15300 BLOCK NEBRASKA AV N,33613
1110706,2018-798780          ,BURGLARY,BURGLARY BUSINESS/ FORCED,11/17/2018,2500 BLOCK BEARSS AV E,33613
1112349,2018-819265          ,THEFT,THEFT OF BICYCLE,11/26/2018,14500 BLOCK PRISM CR,33613
1113600,2018-830384          ,DUI,DUI (DRIVING UNDER INFLUENCE),12/1/2018,139TH AV E / 15TH ST N,33613
1114665,2018-841716          ,BURGLARY,BURGLARY RESIDENCE / NO FORCE,12/5/2018,14200 BLOCK 12TH ST N,33613
1115349,2018-848955          ,THEFT,SHOPLIFTING,12/8/2018,13600 BLOCK UNIVERSITY PZ,33613
1116328,2018-858786          ,TRAFFIC,Property Damage,12/12/2018,FLETCHER AV E / 20TH ST N,33612
1117619,2018-873931          ,BATTERY,BATTERY-SIMPLE,12/18/2018,14400 BLOCK RENEE CT N,33613
1120092,2018-900116          ,BATTERY,BATTERY-SIMPLE,12/30/2018,13600 BLOCK UNIVERSITY PZ,33613
1121134,2019-9807            ,DRUGS,DRUGS/NARCOTICS,1/4/2019,NORWOOD OAKS DR / NESTLE OAKS PL,33613
1121841,2019-17780           ,THEFT,THEFT OF BICYCLE,1/8/2019,14000 BLOCK NEPHI PL,33613
1123733,2018-307623          ,TRAFFIC,Fatal Injury,1/16/2019,BEARSS AV W/BOULEVARD N,33613
1128691,2019-91559           ,MISCHIEF,CRIMINAL MISCHIEF MISDEMEANOR,2/7/2019,14400 BLOCK NEBRASKA AV N,33613
1129853,2019-103699          ,BURGLARY,THEFT FROM A VEHICLE,2/12/2019,2000 BLOCK GREGORY DR,33613
1131350,2019-117986          ,BATTERY,BATTERY-SIMPLE,2/18/2019,2100 BLOCK OAK CHACE CT,33613
1132518,2019-132456          ,BATTERY,BATTERY-SIMPLE,2/23/2019,13800 BLOCK KAPOK CT,33613
1133520,2019-142300          ,BATTERY,BATTERY-SIMPLE,2/27/2019,15400 BLOCK WOODWAY DR,33613
1134221,2019-151082          ,FRAUD,FRAUD-SWINDLE,3/2/2019,13600 BLOCK UNIVERSITY PZ,33613
1134347,2019-151105          ,DRUGS,DRUGS/NARCOTICS,3/2/2019,139TH AV E / 19TH ST N,33613
1134350,2019-150406          ,DRUGS,DRUG PARAPHERNALIA,3/2/2019,15300 BLOCK NEBRASKA AV N,33613
1134413,2019-152979          ,MISCHIEF,CRIMINAL MISCHIEF MISDEMEANOR,3/3/2019,13600 BLOCK UNIVERSITY PZ,33613
1134476,2019-152694          ,TRAFFIC,Property Damage,3/3/2019,BRUCE B DOWNS BL / 37TH ST N,33613
1138137,2019-192084          ,DUI,DUI (DRIVING UNDER INFLUENCE),3/19/2019,1800 BLOCK FRENCH CREEK RD,33613
1138555,2019-198774          ,THEFT,GRAND THEFT - ALL OTHER,3/21/2019,1300 BLOCK COOPERS TOWN CT,33613
1141114,2019-224390          ,BATTERY,BATTERY-SIMPLE,4/1/2019,14300 BLOCK BRUCE B DOWNS BL,33613
1142113,2019-236341          ,THEFT,SHOPLIFTING,4/5/2019,13600 BLOCK UNIVERSITY PZ,33613
1143796,2019-256501          ,THEFT,THEFT OF BICYCLE,4/13/2019,3100 BLOCK FLETCHER AV E,33613
1144835,2019-266269          ,THEFT,THEFT MOTOR VEHICLE PARTS,4/17/2019,1200 BLOCK SKIPPER RD,33613
1146318,2019-285126          ,THEFT,THEFT OF BICYCLE,4/24/2019,3600 BLOCK JEFFERSON COMMONS DR,33613
1147961,2019-301937          ,TRAFFIC,Property Damage,4/30/2019,FLETCHER AV E / 42ND ST N,33613
1150646,2019-329723          ,TRAFFIC,Property Damage,5/11/2019,COVE BEND DR / BRUCE B DOWNS BL,33613
1150723,2019-329733          ,THEFT,PETIT THEFT - ALL OTHER,5/11/2019,1400 BLOCK COURT OF FLAGS CT,33613
1150855,2019-330272          ,TRAFFIC,Property Damage,5/12/2019,42ND ST N / SKIPPER RD,33613
1153560,2019-360414          ,FRAUD,FRAUD-SWINDLE,5/23/2019,13600 BLOCK UNIVERSITY PZ,33613
1153640,2019-360137          ,THEFT,THEFT MOTOR VEHICLE PARTS,5/23/2019,4300 BLOCK SHIRE CT,33613
1157195,2019-400515          ,THEFT,THEFT FROM A BUILDING,6/7/2019,14000 BLOCK 22ND ST N,33613
1158237,2019-412157          ,TRAFFIC,Property Damage,6/12/2019,I275 SOUTHBOUND  /  BEARSS AV E,33613
1158964,2019-420176          ,THEFT,SHOPLIFTING,6/15/2019,15300 BLOCK NEBRASKA AV N,33613
1159176,2019-424856          ,THEFT,SHOPLIFTING,6/17/2019,15300 BLOCK NEBRASKA AV N,33613
1159302,2019-425282          ,FRAUD,FRAUD-OTHER,6/17/2019,14100 BLOCK 20TH ST N,33613
1161406,2019-448901          ,THEFT,THEFT OF BICYCLE,6/26/2019,13700 BLOCK 42ND ST N,33613
1161815,2019-454848          ,TRAFFIC,Property Damage,6/28/2019,46TH ST N  /  SWEETWATER LAKE DR,33613
1162024,2019-456375          ,FRAUD,FRAUD-OTHER,6/29/2019,13700 BLOCK 19TH ST N,33613
1162316,2019-458973          ,BATTERY,BATTERY-SIMPLE,6/30/2019,1900 BLOCK GREGORY DR,33613
1164812,2019-492203          ,BURGLARY,THEFT FROM A VEHICLE,7/12/2019,13800 BLOCK HERITAGE CLUB DR,33613
1165937,2019-505801          ,TRAFFIC,Property Damage,7/17/2019,BEARSS AV E  /  LIVINGSTON AV,33613
1167898,2019-529099          ,BURGLARY,THEFT FROM A VEHICLE,7/26/2019,13500 BLOCK NEBRASKA AV N,33613
1168041,2019-531435          ,TRAFFIC,Property Damage,7/27/2019,SYLVIA LN  /  BOULEVARD N,33613
1168874,2019-541838          ,THEFT,THEFT OF BICYCLE,7/31/2019,3600 BLOCK PALM CROSSING DR,33613
1170869,2019-563647          ,BATTERY,BATTERY-SIMPLE,8/9/2019,13800 BLOCK 19TH ST N,33613
1171871,2019-506141          ,TRAFFIC,Property Damage,8/13/2019,BEARSS AV E  /  22ND ST N,33613
1173574,2019-592638          ,TRAFFIC,Property Damage,8/20/2019,BEARSS AV W  /  HAVEN BN,33613
1174387,2019-601117          ,DUI,DUI (DRIVING UNDER INFLUENCE),8/23/2019,BRUCE B DOWNS BL  /  UNIVERSITY PZ,33613
1174699,2019-608379          ,TRAFFIC,Non Incapacitating Injury,8/25/2019,BEARSS AV E  /  GREGORY DR,33613
1175495,2019-615622          ,THEFT,GRAND THEFT - ALL OTHER,8/28/2019,2500 BLOCK BEARSS AV E,33613
1182279,2019-695766          ,THEFT,THEFT OF BICYCLE,9/27/2019,4200 BLOCK FLETCHER AV E,33613
1184025,2019-713231          ,FRAUD,FRAUD-OTHER,10/4/2019,13800 BLOCK HERITAGE CLUB DR,33613
1187062,2019-746607          ,TRAFFIC,Property Damage,10/17/2019,BRUCE B DOWNS BL  /  COVE BEND DR,33613
1189704,2019-772646          ,BATTERY,BATTERY-SIMPLE,10/28/2019,14400 BLOCK 18TH ST N,33613
1186833,2019-744214          ,TRAFFIC,Property Damage,10/16/2019,BRUCE B DOWNS BL  /  138TH AV E,33613
1190534,2019-786368          ,BURGLARY,THEFT FROM A VEHICLE,11/1/2019,14500 BLOCK VALOR CR,33613
1190680,2019-786077          ,THEFT,THEFT OF BICYCLE,11/1/2019,4300 BLOCK AVALON SUITES TR,33613
1191659,2019-799367          ,THEFT,SHOPLIFTING,11/6/2019,13600 BLOCK UNIVERSITY PZ,33613
1192721,2019-811665          ,DRUGS,DRUGS/NARCOTICS,11/11/2019,15300 BLOCK NEBRASKA AV N,33613
1192996,2019-814492          ,THEFT,GRAND THEFT - ALL OTHER,11/12/2019,800 BLOCK GATEWAY LN,33613
1193660,2019-821859          ,TRAFFIC,Property Damage,11/15/2019,BRUCE B DOWNS BL  /  MEDICAL PARK DR,33613
1195429,2019-841395          ,THEFT,THEFT MOTOR VEHICLE PARTS,11/23/2019,14500 BLOCK VALOR CR,33613
1195764,2019-824685          ,TRAFFIC,Non Incapacitating Injury,11/25/2019,FLETCHER AV E / 42ND ST N,33613
1196405,2019-853961          ,ASSAULT,AGGRAVATED ASSAULT,11/28/2019,1200 BLOCK 142ND AV E,33613
1197301,2019-863718          ,THEFT,THEFT MOTOR VEHICLE PARTS,12/3/2019,13500 BLOCK FLETCHER REGENCY DR,33613
1198552,2019-881365          ,TRAFFIC,Non Incapacitating Injury,12/9/2019,BRUCE B DOWNS BL  /  UNIVERSITY PZ,33613
1200318,2019-898808          ,BURGLARY,THEFT FROM A VEHICLE,12/16/2019,14400 BLOCK HELLENIC DR,33613
1202256,2019-922091          ,FRAUD,FRAUD-SWINDLE,12/26/2019,15300 BLOCK NEBRASKA AV N,33613
1206106,2020-32207           ,THEFT,SHOPLIFTING,1/13/2020,15300 BLOCK NEBRASKA AV N,33613
1208058,2020-57348           ,BATTERY,BATTERY-SIMPLE,1/22/2020,13800 BLOCK 21ST ST N,33613
1209123,2020-67593           ,BATTERY,BATTERY-SIMPLE,1/26/2020,3600 BLOCK PALM CROSSING DR,33613
1212552,2020-109141          ,DRUGS,DRUGS/NARCOTICS,2/10/2020,300 BLOCK WINDWOOD OAKS DR,33613
1202980,2019-929843          ,BATTERY,BATTERY-SIMPLE,12/29/2019,1200 BLOCK SKIPPER RD,33613
1207872,2020-53299           ,TRAFFIC,Property Damage,1/21/2020,13700 BLOCK SUSAN KAY DR,33613
1215758,2020-146061          ,MISCHIEF,CRIMINAL MISCHIEF MISDEMEANOR,2/24/2020,2700 BLOCK BEARSS AV E,33613
1216445,2020-155564          ,FRAUD,FRAUD-CREDIT CARD,2/27/2020,14500 BLOCK NEBRASKA AV N,33613
1216508,2020-156333          ,ASSAULT,AGGRAVATED ASSAULT,2/27/2020,14200 BLOCK BRUCE B DOWNS BL,33613
1217510,2020-167247          ,TRAFFIC,Property Damage,3/3/2020,BEARSS AV E  /  SOMERSET PARK DR,33613
1218403,2020-177092          ,THEFT,THEFT OF BICYCLE,3/6/2020,13600 BLOCK NEBRASKA AV N,33613
1218675,2020-182011          ,TRAFFIC,Non Incapacitating Injury,3/8/2020,BEARSS AV E  /  22ND ST N,33613
1224191,2020-251264          ,MISCHIEF,CRIMINAL MISCHIEF FELONY,4/10/2020,1200 BLOCK SKIPPER RD,33613
1227188,2020-1500847         ,THEFT,PETIT THEFT - ALL OTHER,4/30/2020,14400 BLOCK HELLENIC DR,33613
1227480,2020-295144          ,BATTERY,BATTERY-AGGRAVATED,5/2/2020,14200 BLOCK HAZEL CT,33613
1227975,2020-301279          ,THEFT,THEFT OF BICYCLE,5/5/2020,14100 BLOCK MONTEREY PINES DR,33613
1229804,2020-323675          ,BATTERY,BATTERY-SIMPLE,5/15/2020,2000 BLOCK HOLLY CT,33613
1231765,2020-348767          ,DRUGS,DRUGS/NARCOTICS,5/26/2020,139TH AV E  /  15TH ST N,33613
1236508,2020-406538          ,THEFT,PETIT THEFT - ALL OTHER,6/21/2020,14700 BLOCK FLORIDA AV N,33613
1238337,2020-1501573         ,THEFT,SHOPLIFTING,7/1/2020,13600 BLOCK UNIVERSITY PZ,33613
1241274,2020-462562          ,TRAFFIC,Property Damage,7/17/2020,14500 BLOCK HENSEL LN,33613
1241463,2020-466060          ,THEFT,THEFT VEHICLE & OTHER MOBILE,7/18/2020,14200 BLOCK CYBER PL,33613
1242041,2020-472626          ,ASSAULT,AGGRAVATED ASSAULT,7/21/2020,14500 BLOCK SEAFORD CR,33613
1244142,2020-1501900         ,THEFT,PETIT THEFT - ALL OTHER,8/3/2020,14900 BLOCK WINDING CREEK CT,33613
1245522,2020-514186          ,TRAFFIC,Property Damage,8/10/2020,14400 BLOCK HELLENIC DR,33613
1246435,2020-525151          ,FRAUD,FRAUD-SWINDLE,8/15/2020,15300 BLOCK NEBRASKA AV N,33613
1247125,2020-535179          ,BATTERY,BATTERY-SIMPLE,8/19/2020,14000 BLOCK CARMEN CT,33613
1247288,2020-536052          ,BATTERY,BATTERY-SIMPLE,8/20/2020,3500 BLOCK PALM CROSSING DR,33613
1249140,2020-557855          ,TRAFFIC,Property Damage,8/30/2020,BRUCE B DOWNS BL  /  138TH AV E,33613
1249352,2020-561374          ,THEFT,THEFT FROM A BUILDING,9/1/2020,1200 BLOCK SKIPPER RD,33613
1250059,2020-570023          ,MISCHIEF,CRIMINAL MISCHIEF MISDEMEANOR,9/4/2020,1300 BLOCK FOUR SEASONS BL,33613
1251613,2020-587782          ,MISCHIEF,CRIMINAL MISCHIEF MISDEMEANOR,9/12/2020,14400 BLOCK HENSEL LN,33613
1251802,2020-588892          ,MISCHIEF,CRIMINAL MISCHIEF MISDEMEANOR,9/13/2020,14700 BLOCK NEBRASKA AV N,33613
1251805,2020-589853          ,BATTERY,BATTERY-AGGRAVATED,9/13/2020,2200 BLOCK 138TH AV E,33613
1252592,2020-599024          ,THEFT,SHOPLIFTING,9/17/2020,15300 BLOCK NEBRASKA AV N,33613
1252781,2020-600764          ,TRAFFIC,Non Incapacitating Injury,9/18/2020,SKIPPER RD  /  NEBRASKA AV N,33613
1253033,2020-602718          ,DUI,DUI (DRIVING UNDER INFLUENCE),9/19/2020,BRUCE B DOWNS BL  /  BEARSS AV E,33613
1254862,2020-623431          ,BURGLARY,THEFT FROM A VEHICLE,9/28/2020,14500 BLOCK SEAFORD CR,33613
1256505,2020-641816          ,BATTERY,BATTERY-SIMPLE,10/6/2020,13900 BLOCK SANDY HILL LP,33613
1256611,2020-1502559         ,FRAUD,FRAUD-SWINDLE,10/7/2020,900 BLOCK HAPPY LN,33613
1256966,2020-646561          ,MISCHIEF,CRIMINAL MISCHIEF MISDEMEANOR,10/8/2020,13900 BLOCK SANDY HILL LP,33613
1257753,2020-655909          ,BURGLARY,BURGLARY BUSINESS/ FORCED,10/12/2020,1100 BLOCK 139TH AV E,33613
1259442,2020-674691          ,BATTERY,BATTERY-SIMPLE,10/20/2020,800 BLOCK 145TH AV E,33613
1258314,2020-660545          ,DRUGS,DRUG PARAPHERNALIA,10/14/2020,14500 BLOCK SEAFORD CR,33613
1262373,2020-710223          ,TRAFFIC,Property Damage,11/3/2020,BRUCE B DOWNS BL  /  UNIVERSITY PZ,33613
1262436,2020-711307          ,MISCHIEF,CRIMINAL MISCHIEF MISDEMEANOR,11/3/2020,14500 BLOCK VALOR CR,33613
1263398,2020-721278          ,BURGLARY,CURTILAGE WITH THEFT,11/8/2020,14600 BLOCK 42ND ST N,33613
1265078,2020-741256          ,TRAFFIC,Non Incapacitating Injury,11/16/2020,13500 BLOCK UNIVERSITY PZ,33613
1265101,2020-740489          ,THEFT,THEFT FROM A BUILDING,11/16/2020,14400 BLOCK AMERICANA CR,33613
1267305,2020-769287          ,THEFT,GRAND THEFT - ALL OTHER,11/28/2020,15000 BLOCK ABBY BIRCH PL,33613
1269220,2020-789410          ,DRUGS,DRUGS/NARCOTICS,12/7/2020,BEARSS AV E  /  22ND ST N,33613
1269761,2020-796647          ,FRAUD,FRAUD-SWINDLE,12/10/2020,15300 BLOCK NEBRASKA AV N,33613
1270949,2020-809583          ,BATTERY,BATTERY-SIMPLE,12/16/2020,14500 BLOCK PRISM CR,33613
1273757,2020-842519          ,TRAFFIC,Non Incapacitating Injury,12/30/2020,BEARSS AV W  /  FLORIDA AV N,33613
1274736,2021-7233            ,FRAUD,FRAUD-OTHER,1/4/2021,1500 BLOCK CHERRYWOOD AV,33613
1275795,2021-19444           ,FRAUD,FRAUD-SWINDLE,1/9/2021,15300 BLOCK NEBRASKA AV N,33613
1276545,2021-28439           ,TRAFFIC,Non Incapacitating Injury,1/13/2021,FLETCHER AV E  /  42ND ST N,33613
1276608,2021-29277           ,TRAFFIC,Property Damage,1/14/2021,BRUCE B DOWNS BL  /  UNIVERSITY PZ,33613
1277398,2021-37555           ,BATTERY,BATTERY-SIMPLE,1/18/2021,14400 BLOCK HELLENIC DR,33613
1277799,2021-43101           ,FRAUD,FRAUD-SWINDLE,1/20/2021,15300 BLOCK NEBRASKA AV N,33613
1278420,2021-50186           ,DUI,DUI (DRIVING UNDER INFLUENCE),1/23/2021,BEARSS AV W  /  FLORIDA AV N,33613
1278695,2021-54695           ,BATTERY,BATTERY-SIMPLE,1/25/2021,1500 BLOCK 138TH AV E,33613
1279688,2021-64419           ,THEFT,THEFT OF BICYCLE,1/30/2021,14600 BLOCK BRUCE B DOWNS BL,33613
1043258,2018-81616           ,MISCHIEF,CRIMINAL MISCHIEF MISDEMEANOR,2/2/2018,13700 BLOCK 19TH ST N,33613
1043507,2018-081293          ,TRAFFIC,Non Incapacitating Injury,2/2/2018,22ND ST N / BEARSS AV E,33613
1043596,2018-83385           ,THEFT,THEFT OF BICYCLE,2/3/2018,14500 BLOCK FALL RD,33613
1046321,2018-110465          ,TRAFFIC,Property Damage,2/14/2018,BEARSS AV E / NETWORK PL,33613
1046633,2018-114932          ,THEFT,THEFT VEHICLE & OTHER MOBILE,2/16/2018,14400 BLOCK DAKE LN,33613
1050271,2018-152923          ,DRUGS,DRUG PARAPHERNALIA,3/2/2018,15TH ST N / 139TH AV E,33613
1054851,2018-196627          ,TRAFFIC,Property Damage,3/21/2018,140TH AV E / 15TH ST N,33613
1055959,2018-206165          ,ASSAULT,AGGRAVATED ASSAULT,3/25/2018,1200 BLOCK 142ND AV E,33613
1057035,2018-217480          ,DRUGS,DRUGS/NARCOTICS,3/29/2018,13800 BLOCK 19TH ST N,33613
1057038,2018-217480          ,DRUGS,DRUGS/NARCOTICS,3/29/2018,13800 BLOCK 19TH ST N,33613
1057722,2018-227335          ,TRAFFIC,Property Damage,4/2/2018,FLETCHER AV E / 46TH ST N,33613
1057914,2018-227824          ,ROBBERY,PERSON - ROBBERY,4/2/2018,4200 BLOCK MONTICELLO GARDENS PL,33613
1058226,2018-230452          ,TRAFFIC,Property Damage,4/3/2018,FLETCHER AV E / 46TH ST N,33613
1062846,2018-277488          ,BATTERY,BATTERY-SIMPLE,4/22/2018,13800 BLOCK AZALEA CR,33613
1064489,2018-296477          ,THEFT,SHOPLIFTING,4/29/2018,15300 BLOCK NEBRASKA AV N,33613
1064844,2018-297164          ,BATTERY,BATTERY-SIMPLE,4/30/2018,1400 BLOCK 139TH AV E,33613
1066547,2018-316928          ,TRAFFIC,Property Damage,5/7/2018,BEARSS AV W / HAVEN BN,33613
1067440,2018-327096          ,BATTERY,BATTERY-AGGRAVATED,5/11/2018,1800 BLOCK FRENCH CREEK RD,33613
1067460,2018-326599          ,BATTERY,BATTERY-SIMPLE,5/11/2018,4000 BLOCK WOODSPRING LN,33613
1068064,2018-334896          ,THEFT,SHOPLIFTING,5/14/2018,13600 BLOCK UNIVERSITY PZ,33613
1068190,2018-334152          ,TRAFFIC,Property Damage,5/14/2018,20TH ST N / 139TH AV E,33613
1068631,2018-338424          ,TRAFFIC,Non Incapacitating Injury,5/16/2018,BEARSS AV E/PINECREST RD,33613
1071124,2018-363068          ,BURGLARY,BURGLARY RESIDENCE / NO FORCE,5/26/2018,1400 BLOCK 140TH AV E,33613
1071416,2018-368056          ,THEFT,SHOPLIFTING,5/28/2018,13600 BLOCK UNIVERSITY PZ,33613
1072335,2018-379040          ,DRUGS,DRUGS/NARCOTICS,6/1/2018,1400 BLOCK 139TH AV E,33613
1073460,2018-392306          ,DRUGS,DRUGS/NARCOTICS,6/6/2018,13800 BLOCK 21ST ST N,33613
1074977,2018-408683          ,THEFT,THEFT FROM A BUILDING,6/13/2018,2200 BLOCK 138TH AV E,33613
1076909,2018-394293          ,TRAFFIC,Property Damage,6/21/2018,BEARSS AV W/BOULEVARD N,33613
1077101,2018-432751          ,THEFT,SHOPLIFTING,6/22/2018,13600 BLOCK UNIVERSITY PZ,33613
1079906,2018-463036          ,THEFT,THEFT OF BICYCLE,7/5/2018,13600 BLOCK FLETCHER REGENCY DR,33613
1080802,2018-476226          ,FRAUD,FRAUD-CREDIT CARD,7/10/2018,14400 BLOCK 18TH ST N,33613
1080928,2018-477194          ,BATTERY,BATTERY-SIMPLE,7/10/2018,13700 BLOCK 21ST ST N,33613
1082886,2018-498694          ,HARASS,HARASSING/OBSCENE,7/19/2018,3500 BLOCK PALM CROSSING DR,33613
1083862,2018-512019          ,BATTERY,BATTERY-AGGRAVATED,7/24/2018,1800 BLOCK COLUMBIA PARK AV,33613
1084781,2018-521261          ,DUI,DUI (DRIVING UNDER INFLUENCE),7/28/2018,15TH ST N / 142ND AV E,33613
1085382,2018-528000          ,TRAFFIC,Property Damage,7/31/2018,BRUCE B DOWNS BL / FLETCHER AV E,33613
1086169,2018-538239          ,MISCHIEF,CRIMINAL MISCHIEF MISDEMEANOR,8/4/2018,3100 BLOCK GRAND PAVILION DR,33613
1090274,2018-583478          ,BURGLARY,BURGLARY BUSINESS/ FORCED,8/22/2018,15300 BLOCK FLORIDA AV N,33613
1092544,2018-607070          ,DRUGS,DRUGS/NARCOTICS,8/31/2018,14300 BLOCK LUCERNE DR,33613
1094204,2018-624929          ,DRUGS,DRUG PARAPHERNALIA,9/8/2018,13600 BLOCK 12TH ST N,33612
1095933,2018-645042          ,TRAFFIC,Property Damage,9/16/2018,14500 BLOCK SEAFORD CR,33613
1097201,2018-660404          ,DRUGS,DRUG TRAFFICKING/DELIVERY,9/21/2018,15300 BLOCK NEBRASKA AV N,33613
1098137,2018-667863          ,ROBBERY,PERSON - ROBBERY,9/25/2018,136TH AV E / 20TH ST N,33613
1098930,2018-677089          ,THEFT,THEFT MOTOR VEHICLE PARTS,9/28/2018,15300 BLOCK NEBRASKA AV N,33613
1103547,2018-725338          ,DRUGS,DRUGS/NARCOTICS,10/17/2018,14600 BLOCK BANYAN BLUFF DR,33613
1103587,2018-727070          ,TRAFFIC,Non Incapacitating Injury,10/18/2018,FLETCHER AV E / 23RD ST N,33613
1104051,2018-732562          ,TRAFFIC,Property Damage,10/20/2018,FLETCHER AV E / 31ST ST N,33613
1105379,2018-743626          ,DRUGS,DRUGS/NARCOTICS,10/25/2018,143RD AV E / LUCERNE DR,33613
1106736,2018-757367          ,TRAFFIC,Property Damage,10/31/2018,BRUCE B DOWNS BL / GRAND PAVILION DR,33613
1107400,2018-766843          ,BATTERY,BATTERY-SIMPLE,11/3/2018,1200 BLOCK SAND LAKE CR,33613
1111519,2018-809610          ,BATTERY,BATTERY-SIMPLE,11/21/2018,3000 BLOCK BARNHARD DR,33613
1112206,2018-817299          ,ROBBERY,PERSON - ROBBERY,11/25/2018,2200 BLOCK AMIEE CT,33613
1113285,2018-827398          ,THEFT,SHOPLIFTING,11/29/2018,15300 BLOCK NEBRASKA AV N,33613
1114035,2018-835172          ,MISCHIEF,CRIMINAL MISCHIEF MISDEMEANOR,12/3/2018,1500 BLOCK 138TH AV E,33613
1114038,2018-836452          ,THEFT,SHOPLIFTING,12/3/2018,15300 BLOCK NEBRASKA AV N,33613
1114101,2018-836747          ,BATTERY,BATTERY-SIMPLE,12/3/2018,1800 BLOCK COLUMBIA PARK AV,33613
1114456,2018-840571          ,TRAFFIC,Property Damage,12/5/2018,FLETCHER AV E / 23RD ST N,33613
1116411,2018-862182          ,TRAFFIC,Property Damage,12/13/2018,FLETCHER AV E / BRUCE B DOWNS BL,33613
1117739,2018-873435          ,TRAFFIC,Property Damage,12/18/2018,BEARSS AV W / FLORIDA AV N,33613
1121735,2019-015933          ,TRAFFIC,Property Damage,1/7/2019,BRUCE B DOWNS BL / 138TH AV E,33613
1122030,2019-19727           ,BATTERY,BATTERY-SIMPLE,1/9/2019,14500 BLOCK VALOR CR,33613
1123072,2019-29806           ,THEFT,THEFT OF BICYCLE,1/13/2019,3400 BLOCK PALM CROSSING DR,33613
1124589,2019-44638           ,BURGLARY,BURGLARY RESIDENCE / NO FORCE,1/19/2019,14200 BLOCK 42ND ST N,33613
1124652,2019-47433           ,BURGLARY,BURGLARY RESIDENCE / NO FORCE,1/20/2019,1500 BLOCK 140TH AV E,33613
1124752,2019-47533           ,BATTERY,FELONY BATTERY,1/20/2019,13700 BLOCK 19TH ST N,33613
1129461,2019-98497           ,BATTERY,BATTERY-SIMPLE,2/10/2019,1800 BLOCK FRENCH CREEK RD,33613
1130377,2019-110189          ,BURGLARY,BURGLARY RESIDENCE / FORCED,2/14/2019,1300 BLOCK FOUR SEASONS BL,33613
1133477,2016-106441          ,TRAFFIC,Fatal Injury,2/27/2019,BRUCE B DOWNS BL/UNIVERSITY PLZ,33613
1134516,2019-152971          ,THEFT,THEFT MOTOR VEHICLE PARTS,3/3/2019,2800 BLOCK SOMERSET PARK DR,33613
1136036,2019-170620          ,FRAUD,FRAUD-IMPERSONATION,3/10/2019,15300 BLOCK NEBRASKA AV N,33613
1136262,2019-172424          ,TRAFFIC,Property Damage,3/11/2019,FLETCHER AV E / BRUCE B DOWNS BL,33613
1136328,2019-172488          ,BATTERY,BATTERY-SIMPLE,3/11/2019,137TH AV E / 20TH ST N,33613
1138369,2019-195482          ,TRAFFIC,Property Damage,3/20/2019,SKIPPER RD / 43RD ST N,33613
1139156,2019-206066          ,TRAFFIC,Property Damage,3/24/2019,FLETCHER AV E / PARK SQ W,33613
1139196,2019-205866          ,DUI,DUI (DRIVING UNDER INFLUENCE),3/24/2019,14900 BLOCK FLORIDA AV N,33613
1139883,2019-213671          ,THEFT,GRAND THEFT - ALL OTHER,3/27/2019,13600 BLOCK UNIVERSITY PZ,33613
1140075,2019-215647          ,THEFT,SHOPLIFTING,3/28/2019,13600 BLOCK UNIVERSITY PZ,33613
1140175,2019-215876          ,DRUGS,DRUG TRAFFICKING/DELIVERY,3/28/2019,13700 BLOCK 19TH ST N,33613
