OBJECTID,Case Number,Crime Type,Crime Type Extension,Reported Date,Address,zip
944413,2017-3495            ,THEFT,SHOPLIFTING,1/2/2017,15300 BLOCK NEBRASKA AV N,33613
944425,2017-3777            ,BATTERY,BATTERY-AGGRAVATED,1/2/2017,14300 BLOCK HENSEL LN,33613
944426,2017-3777            ,ASSAULT,AGGRAVATED ASSAULT,1/2/2017,14300 BLOCK HENSEL LN,33613
944427,2017-3777            ,BATTERY,BATTERY-SIMPLE,1/2/2017,14300 BLOCK HENSEL LN,33613
944433,2017-3896            ,BATTERY,BATTERY-SIMPLE,1/2/2017,14300 BLOCK LUCERNE DR,33613
944490,2017-4228            ,DUI,DUI (DRIVING UNDER INFLUENCE),1/2/2017,143RD AV E / 22ND ST N,33613
944498,2017-2700            ,BATTERY,BATTERY-SIMPLE,1/2/2017,1900 BLOCK BEARSS AV E,33613
944511,2017-3316            ,MISCHIEF,CRIMINAL MISCHIEF MISDEMEANOR,1/2/2017,14900 BLOCK NEBRASKA AV N,33613
944531,2017-2798            ,THEFT,THEFT VEHICLE & OTHER MOBILE,1/2/2017,14400 BLOCK AUDUBON TC,33613
944532,2017-3572            ,TRAFFIC,Property Damage,1/2/2017,BEARSS AV E / TURTLE CREEK CR,33613
944549,2017-3513            ,TRAFFIC,Property Damage,1/2/2017,BEARSS AV W / CRISIS CENTER PZ,33613
944557,2017-3914            ,TRAFFIC,Property Damage,1/2/2017,140TH AV E / 19TH ST N,33613
944599,2017-3214            ,DRUGS,DRUGS/NARCOTICS,1/2/2017,136TH AV E / 22ND ST N,33613
944602,2017-3381            ,DRUGS,DRUGS/NARCOTICS,1/2/2017,21ST ST N / 140TH AV E,33613
944603,2017-3543            ,THEFT,THEFT OF BICYCLE,1/2/2017,2200 BLOCK BEARSS AV E,33613
944622,2017-5474            ,TRAFFIC,Property Damage,1/3/2017,BRUCE B DOWNS BL / FLETCHER AV E,33613
944683,2017-6389            ,MISCHIEF,CRIMINAL MISCHIEF MISDEMEANOR,1/3/2017,2000 BLOCK FLETCHER AV E,33612
944753,2017-4868            ,THEFT,THEFT OF BICYCLE,1/3/2017,14200 BLOCK NEBRASKA AV N,33613
944765,2017-6753            ,THEFT,GRAND THEFT - ALL OTHER,1/3/2017,1200 BLOCK SAND LAKE CR,33613
944843,2017-4368            ,DUI,DUI (DRIVING UNDER INFLUENCE),1/3/2017,13500 BLOCK FLORIDA AV N,33613
944850,2015-327961          ,TRAFFIC,Property Damage,1/3/2017,BEARSS AV E / 22ND ST N,33613
944851,2015-319739          ,TRAFFIC,Property Damage,1/3/2017,140TH AV E / 12TH ST N,33613
944939,2017-9347            ,THEFT,THEFT VEHICLE & OTHER MOBILE,1/4/2017,3100 BLOCK FLETCHER AV E,33613
944944,2017-9542            ,BATTERY,BATTERY-SIMPLE,1/4/2017,13600 BLOCK AVALON HEIGHTS BL,33613
944945,2017-9542            ,MISCHIEF,CRIMINAL MISCHIEF MISDEMEANOR,1/4/2017,13600 BLOCK AVALON HEIGHTS BL,33613
944959,2017-7762            ,DRUGS,DRUGS/NARCOTICS,1/4/2017,13800 BLOCK 21ST ST N,33613
945000,2017-8818            ,BURGLARY,BURGLARY RESIDENCE / NO FORCE,1/4/2017,14300 BLOCK DAKE LN,33613
945004,2017-9017            ,THEFT,GRAND THEFT - ALL OTHER,1/4/2017,13700 BLOCK BRUCE B DOWNS BL,33613
945016,2017-7012            ,MISCHIEF,CRIMINAL MISCHIEF MISDEMEANOR,1/4/2017,14300 BLOCK DAKE LN,33613
945038,2017-8426            ,DRUGS,DRUGS/NARCOTICS,1/4/2017,19TH ST N / 139TH AV E,33613
945039,2017-8426            ,DRUGS,DRUG PARAPHERNALIA,1/4/2017,19TH ST N / 139TH AV E,33613
945048,2017-9005            ,THEFT,PETIT THEFT - ALL OTHER,1/4/2017,14400 BLOCK REUTER STRASSE CR,33613
945124,2017-7343            ,TRAFFIC,Property Damage,1/4/2017,FLETCHER AV E / USF MAGNOLIA DR,33613
945139,2017-9366            ,TRAFFIC,Non Incapacitating Injury,1/4/2017,BRUCE B DOWNS BL / SKIPPER RD,33613
945141,2017-9007            ,TRAFFIC,Non Incapacitating Injury,1/4/2017,BRUCE B DOWNS BL / 43RD ST N,33613
945145,2017-7305            ,TRAFFIC,Property Damage,1/4/2017,BEARSS AV E / PRISM CR,33613
945197,2017-9286            ,MISCHIEF,CRIMINAL MISCHIEF MISDEMEANOR,1/4/2017,1400 BLOCK COURT OF FLAGS CT,33613
945251,2017-11677           ,TRAFFIC,Property Damage,1/5/2017,22ND ST N / BEARSS AV E,33613
945325,2017-11737           ,BATTERY,BATTERY-AGGRAVATED,1/5/2017,100 BLOCK ARKWRIGHT DR,33613
945330,2017-12006           ,BATTERY,BATTERY-AGGRAVATED,1/5/2017,100 BLOCK ARKWRIGHT DR,33613
945347,2017-11130           ,DRUGS,DRUGS/NARCOTICS,1/5/2017,138TH AV E / 15TH ST N,33613
945401,2017-11924           ,DRUGS,DRUGS/NARCOTICS,1/5/2017,1500 BLOCK 140TH AV E,33613
945402,2017-11924           ,DRUGS,DRUGS/NARCOTICS,1/5/2017,1500 BLOCK 140TH AV E,33613
945403,2017-11924           ,DRUGS,DRUG PARAPHERNALIA,1/5/2017,1500 BLOCK 140TH AV E,33613
945429,2017-11329           ,DRUGS,DRUGS/NARCOTICS,1/5/2017,1900 BLOCK 142ND AV E,33613
945540,2017-12834           ,THEFT,THEFT OF BICYCLE,1/6/2017,14600 BLOCK BRUCE B DOWNS BL,33613
945612,2017-13640           ,BATTERY,BATTERY-SIMPLE,1/6/2017,13800 BLOCK SALVATION ARMY LN,33613
945616,2017-13960           ,BURGLARY,BURGLARY RESIDENCE / FORCED,1/6/2017,14400 BLOCK HELLENIC DR,33613
945617,2017-14107           ,DRUGS,DRUGS/NARCOTICS,1/6/2017,20TH ST N / 140TH AV E,33613
945683,2017-13712           ,BURGLARY,BURGLARY RESIDENCE / NO FORCE,1/6/2017,4200 BLOCK WOODSPRING LN,33613
945684,2017-14095           ,DRUGS,DRUGS/NARCOTICS,1/6/2017,19TH ST N / 138TH AV E,33613
945753,2016-819796          ,TRAFFIC,Property Damage,1/6/2017,FLETCHER AV E / BRUCE B DOWNS BL,33613
945759,2017-12426           ,DUI,DUI (DRIVING UNDER INFLUENCE),1/6/2017,BRUCE B DOWNS BL / CARIBBEAN BREEZE DR,33613
945797,2017-14014           ,THEFT,SHOPLIFTING,1/6/2017,15300 BLOCK NEBRASKA AV N,33613
945798,2017-14014           ,THEFT,PETIT THEFT - ALL OTHER,1/6/2017,15300 BLOCK NEBRASKA AV N,33613
945805,2017-14355           ,THEFT,SHOPLIFTING,1/6/2017,15300 BLOCK NEBRASKA AV N,33613
945821,2017-15373           ,TRAFFIC,Property Damage,1/7/2017,BRUCE B DOWNS BL / BEARSS AV E,33613
945825,2017-16447           ,TRAFFIC,Property Damage,1/7/2017,BRUCE B DOWNS BL / 43RD ST N,33613
945834,2017-16731           ,TRAFFIC,Non Incapacitating Injury,1/7/2017,13600 BLOCK UNIVERSITY PZ,33613
945845,2017-15903           ,TRAFFIC,Property Damage,1/7/2017,FLETCHER AV E / BRUCE B DOWNS BL,33613
945846,2017-16315           ,TRAFFIC,Non Incapacitating Injury,1/7/2017,FLETCHER AV E / 46TH ST N,33613
945897,2017-15105           ,BATTERY,BATTERY-SIMPLE,1/7/2017,1300 BLOCK AUTUMN DR,33613
945911,2017-16247           ,THEFT,THEFT MOTOR VEHICLE PARTS,1/7/2017,1100 BLOCK CRIMSON WOOD LN,33613
945934,2017-15470           ,MISCHIEF,CRIMINAL MISCHIEF MISDEMEANOR,1/7/2017,142ND AV E / CARMEN CT,33613
945967,2017-15017           ,BATTERY,BATTERY-AGGRAVATED,1/7/2017,14700 BLOCK FLORIDA AV N,33613
945968,2017-15017           ,MISCHIEF,CRIMINAL MISCHIEF MISDEMEANOR,1/7/2017,14700 BLOCK FLORIDA AV N,33613
946012,2017-17014           ,BATTERY,BATTERY-SIMPLE,1/8/2017,14200 BLOCK 42ND ST N,33613
946015,2017-17499           ,BURGLARY,THEFT FROM A VEHICLE,1/8/2017,3700 BLOCK GAZEBO POND LN,33613
946025,2017-18524           ,FRAUD,FRAUD-CREDIT CARD,1/8/2017,13600 BLOCK UNIVERSITY PZ,33613
946026,2017-18524           ,FRAUD,FRAUD-CREDIT CARD,1/8/2017,13600 BLOCK UNIVERSITY PZ,33613
946111,2017-18586           ,TRAFFIC,Property Damage,1/8/2017,FLETCHER AV E / 42ND ST N,33613
946125,2017-18450           ,MISCHIEF,CRIMINAL MISCHIEF MISDEMEANOR,1/8/2017,1200 BLOCK SKIPPER RD,33613
946162,2017-20702           ,TRAFFIC,Non Incapacitating Injury,1/9/2017,FLETCHER AV E / USF MAPLE DR,33613
946182,2017-020637          ,TRAFFIC,Non Incapacitating Injury,1/9/2017,FLETCHER AV E / 23RD ST N,33613
946185,2017-19468           ,TRAFFIC,Property Damage,1/9/2017,FLETCHER AV E / 46TH ST N,33613
946186,2017-19626           ,TRAFFIC,Property Damage,1/9/2017,BRUCE B DOWNS BL / 138TH AV E,33613
946241,2017-20256           ,BATTERY,BATTERY-SIMPLE,1/9/2017,14700 BLOCK LAKE MAGDALENE CR,33613
946378,2017-18928           ,THEFT,THEFT VEHICLE & OTHER MOBILE,1/9/2017,13500 BLOCK FLORIDA AV N,33613
946386,2017-19414           ,FIRE,FIRE INVESTIGATION,1/9/2017,14200 BLOCK NEBRASKA AV N,33613
946392,2017-19911           ,FRAUD,FRAUD-OTHER,1/9/2017,14700 BLOCK LAKE MAGDALENE CR,33613
946409,2017-20134           ,MISCHIEF,CRIMINAL MISCHIEF MISDEMEANOR,1/9/2017,14400 BLOCK 19TH ST N,33613
946410,2017-20146           ,THEFT,GRAND THEFT - ALL OTHER,1/9/2017,1200 BLOCK 142ND AV E,33613
946498,2017-21464           ,ARSON,ARSON,1/10/2017,138TH AV E / CENTRAL AV N,33613
946524,2017-23074           ,THEFT,THEFT MOTOR VEHICLE PARTS,1/10/2017,14200 BLOCK FLORIDA AV N,33613
946543,2017-23510           ,ASSAULT,AGGRAVATED ASSAULT,1/10/2017,14400 BLOCK RENEE CT N,33613
946603,2017-22749           ,BATTERY,BATTERY-AGGRAVATED,1/10/2017,4100 BLOCK ILIAD CT,33613
946604,2017-22749           ,BATTERY,BATTERY-SIMPLE,1/10/2017,4100 BLOCK ILIAD CT,33613
946631,2017-23849           ,DRUGS,DRUG PARAPHERNALIA,1/10/2017,142ND AV E / 15TH ST N,33613
946734,2017-21515           ,DUI,DUI (DRIVING UNDER INFLUENCE),1/10/2017,15TH ST N / 138TH AV E,33613
946739,2017-24661           ,TRAFFIC,Property Damage,1/11/2017,BRUCE B DOWNS BL / SKIPPER RD,33613
946754,2017-25489           ,TRAFFIC,Property Damage,1/11/2017,FLETCHER AV E / 42ND ST N,33613
946755,2017-25954           ,TRAFFIC,Non Incapacitating Injury,1/11/2017,FLETCHER AV E / USF PALM DR,33613
946761,2017-25570           ,TRAFFIC,Property Damage,1/11/2017,BRUCE B DOWNS BL / COVE BEND DR,33613
946884,2017-25846           ,DRUGS,DRUGS/NARCOTICS,1/11/2017,1200 BLOCK SKIPPER RD,33613
946908,2017-25633           ,DRUGS,DRUGS/NARCOTICS,1/11/2017,13600 BLOCK 21ST ST N,33613
946909,2017-25633           ,DRUGS,DRUG PARAPHERNALIA,1/11/2017,13600 BLOCK 21ST ST N,33613
946920,2017-25883           ,BATTERY,FELONY BATTERY,1/11/2017,1900 BLOCK BEARSS AV E,33613
946924,2017-26206           ,THEFT,SHOPLIFTING,1/11/2017,15300 BLOCK NEBRASKA AV N,33613
946928,2017-26406           ,BATTERY,BATTERY-SIMPLE,1/11/2017,1100 BLOCK 140TH AV E,33613
946985,2017-25772           ,THEFT,THEFT OF BICYCLE,1/11/2017,14500 BLOCK AUDUBON TC,33613
946986,2017-26170           ,BATTERY,BATTERY-SIMPLE,1/11/2017,14700 BLOCK FLORIDA AV N,33613
947003,2017-24515           ,MISCHIEF,CRIMINAL MISCHIEF MISDEMEANOR,1/11/2017,14500 BLOCK PRISM CR,33613
947017,2017-25121           ,THEFT,SHOPLIFTING,1/11/2017,15300 BLOCK NEBRASKA AV N,33613
947123,2017-26601           ,BATTERY,BATTERY-SIMPLE,1/12/2017,13500 BLOCK FLORIDA AV N,33613
947131,2017-27110           ,BATTERY,BATTERY-SIMPLE,1/12/2017,13700 BLOCK 20TH ST N,33613
947156,2017-28282           ,BURGLARY,THEFT FROM A VEHICLE,1/12/2017,1300 BLOCK FOUR SEASONS BL,33613
947190,2017-27730           ,FRAUD,FRAUD-OTHER,1/12/2017,15300 BLOCK NEBRASKA AV N,33613
947199,2017-28121           ,DRUGS,DRUGS/NARCOTICS,1/12/2017,13600 BLOCK 21ST ST N,33613
947339,2017-30596           ,TRAFFIC,Non Incapacitating Injury,1/13/2017,BRUCE B DOWNS BL / LAKE FOREST DR,33613
947340,2017-31061           ,TRAFFIC,Property Damage,1/13/2017,FLETCHER AV E / USF MAGNOLIA DR,33613
947341,2017-31273           ,TRAFFIC,Property Damage,1/13/2017,BRUCE B DOWNS BL / FLETCHER AV E,33613
947394,2017-29652           ,DRUGS,DRUGS/NARCOTICS,1/13/2017,14000 BLOCK NEPHI PL,33613
947418,2017-31083           ,DRUGS,DRUGS/NARCOTICS,1/13/2017,13800 BLOCK 20TH ST N,33613
947472,2017-31137           ,BATTERY,BATTERY-SIMPLE,1/13/2017,3100 BLOCK FLETCHER AV E,33613
947475,2017-31382           ,BATTERY,BATTERY-SIMPLE,1/13/2017,14200 BLOCK MONTEREY PINES DR,33613
947483,2017-30032           ,FRAUD,FRAUD-CREDIT CARD,1/13/2017,100 BLOCK BEARSS AV W,33613
947501,2017-31670           ,DRUGS,DRUGS/NARCOTICS,1/13/2017,1200 BLOCK 139TH AV E,33613
947502,2017-31670           ,DRUGS,DRUGS/NARCOTICS,1/13/2017,1200 BLOCK 139TH AV E,33613
947503,2017-31670           ,DRUGS,DRUG PARAPHERNALIA,1/13/2017,1200 BLOCK 139TH AV E,33613
947531,2017-30959           ,DRUGS,DRUGS/NARCOTICS,1/13/2017,1500 BLOCK 140TH AV E,33613
947532,2017-30959           ,DRUGS,DRUG TRAFFICKING/DELIVERY,1/13/2017,1500 BLOCK 140TH AV E,33613
947534,2017-30975           ,BATTERY,BATTERY-SIMPLE,1/13/2017,14700 BLOCK BANYAN BLUFF DR,33613
947536,2017-31100           ,THEFT,THEFT MOTOR VEHICLE PARTS,1/13/2017,14300 BLOCK HOMOSASSA ST,33613
947542,2017-31380           ,BATTERY,BATTERY-AGGRAVATED,1/13/2017,13500 BLOCK FLORIDA AV N,33613
947543,2017-31380           ,MISCHIEF,CRIMINAL MISCHIEF MISDEMEANOR,1/13/2017,13500 BLOCK FLORIDA AV N,33613
947546,2017-31585           ,BATTERY,BATTERY-SIMPLE,1/13/2017,13800 BLOCK SANDY HILL LP,33613
947562,2017-30162           ,THEFT,THEFT OF BICYCLE,1/13/2017,3600 BLOCK JEFFERSON COMMONS DR,33613
947606,2017-32532           ,BURGLARY,THEFT FROM A VEHICLE,1/14/2017,4000 BLOCK ROCKY CR,33613
947615,2017-33111           ,THEFT,THEFT OF BICYCLE,1/14/2017,4000 BLOCK ROCKY CR,33613
947664,2017-32821           ,THEFT,SHOPLIFTING,1/14/2017,13600 BLOCK UNIVERSITY PZ,33613
947673,2017-33592           ,BATTERY,BATTERY-SIMPLE,1/14/2017,13800 BLOCK AZALEA CR,33613
947681,2017-32287           ,THEFT,PETIT THEFT - ALL OTHER,1/14/2017,1500 BLOCK 142ND AV E,33613
947686,2017-32096           ,MISCHIEF,CRIMINAL MISCHIEF MISDEMEANOR,1/14/2017,14300 BLOCK 18TH ST N,33613
947688,2017-32137           ,BATTERY,BATTERY-SIMPLE,1/14/2017,14400 BLOCK AUDUBON TC,33613
947702,2017-32974           ,DRUGS,DRUG TRAFFICKING/DELIVERY,1/14/2017,1500 BLOCK 140TH AV E,33613
947703,2017-32974           ,DRUGS,DRUGS/NARCOTICS,1/14/2017,1500 BLOCK 140TH AV E,33613
947714,2017-32866           ,FRAUD,FRAUD-SWINDLE,1/14/2017,15300 BLOCK NEBRASKA AV N,33613
947745,2017-32523           ,TRAFFIC,Property Damage,1/14/2017,FLETCHER AV E / USF MAPLE DR,33613
947770,2017-33721           ,ROBBERY,PERSON - ROBBERY,1/14/2017,1200 BLOCK 139TH AV E,33613
947773,2017-31824           ,FRAUD,FRAUD-CREDIT CARD,1/14/2017,13700 BLOCK 21ST ST N,33613
947813,2017-34882           ,TRAFFIC,Property Damage,1/15/2017,BEARSS AV E / SEAFORD CR,33613
947821,2017-35161           ,BATTERY,BATTERY-SIMPLE,1/15/2017,13600 BLOCK UNIVERSITY PZ,33613
947828,2017-35773           ,THEFT,SHOPLIFTING,1/15/2017,15300 BLOCK NEBRASKA AV N,33613
947845,2017-34663           ,BURGLARY,THEFT FROM A VEHICLE,1/15/2017,500 BLOCK PROCLAMATION DR,33613
947860,2017-35697           ,DRUGS,DRUGS/NARCOTICS,1/15/2017,15TH ST N / GRAGSTON CR,33613
947897,2017-35172           ,BURGLARY,BURGLARY RESIDENCE / FORCED,1/15/2017,13700 BLOCK 19TH ST N,33613
947922,2017-34931           ,BURGLARY,BURGLARY BUSINESS/ FORCED,1/15/2017,14000 BLOCK FLORIDA AV N,33613
947927,2017-35196           ,BURGLARY,BURGLARY BUSINESS/ FORCED,1/15/2017,14000 BLOCK FLORIDA AV N,33613
947984,2017-37140           ,THEFT,THEFT OF BICYCLE,1/16/2017,3600 BLOCK FLETCHER AV E,33613
947992,2017-37647           ,BATTERY,BATTERY-SIMPLE,1/16/2017,4100 BLOCK SKIPPER RD,33613
947999,2017-37360           ,DRUGS,DRUGS/NARCOTICS,1/16/2017,NEBRASKA AV N / SKIPPER RD,33613
948046,2017-36459           ,FRAUD,FRAUD-SWINDLE,1/16/2017,100 BLOCK SIOBHAN AV,33613
948115,2017-37749           ,BURGLARY,BURGLARY RESIDENCE / NO FORCE,1/16/2017,13800 BLOCK AZALEA CR,33613
948131,2017-36072           ,TRAFFIC,Property Damage,1/16/2017,FLETCHER AV E / 42ND ST N,33613
948142,2017-36486           ,TRAFFIC,Property Damage,1/16/2017,BRUCE B DOWNS BL / COVE BEND DR,33613
948152,2017-36405           ,TRAFFIC,Non Incapacitating Injury,1/16/2017,FLETCHER AV E / USF MAGNOLIA DR,33613
948171,2017-36620           ,BURGLARY,BURGLARY RESIDENCE / FORCED,1/16/2017,14400 BLOCK AUDUBON TC,33613
948199,2017-38001           ,ASSAULT,AGGRAVATED ASSAULT,1/16/2017,14200 BLOCK NEBRASKA AV N,33613
948203,2017-38616           ,TRAFFIC,Non Incapacitating Injury,1/17/2017,BRUCE B DOWNS BL / GRAND PAVILION DR,33613
948213,2017-38932           ,TRAFFIC,Non Incapacitating Injury,1/17/2017,FLETCHER AV E / BRUCE B DOWNS BL,33613
948215,2017-40321           ,TRAFFIC,Property Damage,1/17/2017,NEBRASKA AV N / 140TH AV E,33613
948417,2017-40432           ,BURGLARY,THEFT FROM A VEHICLE,1/17/2017,900 BLOCK LAKEWOOD AV,33613
948426,2017-40942           ,THEFT,THEFT FROM A BUILDING,1/17/2017,700 BLOCK BEARSS AV E,33613
948457,2017-40637           ,FRAUD,FRAUD-SWINDLE,1/17/2017,13800 BLOCK BRUCE B DOWNS BL,33613
948497,2017-40574           ,THEFT,THEFT OF BICYCLE,1/17/2017,14200 BLOCK 42ND ST N,33613
948523,2017-43541           ,FRAUD,FRAUD-SWINDLE,1/18/2017,14900 BLOCK BRUCE B DOWNS BL,33613
948568,2017-43123           ,THEFT,SHOPLIFTING,1/18/2017,15300 BLOCK NEBRASKA AV N,33613
948591,2017-43246           ,THEFT,GRAND THEFT - ALL OTHER,1/18/2017,13800 BLOCK BRUCE B DOWNS BL,33613
948598,2017-43653           ,BATTERY,BATTERY-SIMPLE,1/18/2017,2900 BLOCK SYCAMORE CT,33613
948695,2017-43025           ,THEFT,PETIT THEFT - ALL OTHER,1/18/2017,13800 BLOCK AZALEA CR,33613
948710,2017-43418           ,TRAFFIC,Non Incapacitating Injury,1/18/2017,42ND ST N / FLETCHER AV E,33613
948711,2017-42062           ,TRAFFIC,Property Damage,1/18/2017,BEARSS AV E / GREGORY DR,33613
948730,2017-42236           ,TRAFFIC,Non Incapacitating Injury,1/18/2017,BEARSS AV E / GREGORY DR ,33613
948731,2017-42880           ,TRAFFIC,Property Damage,1/18/2017,BRUCE B DOWNS BL / LAKE FOREST DR,33613
948732,2017-42051           ,TRAFFIC,Property Damage,1/18/2017,FLETCHER AV E / 46TH ST N,33613
948738,2017-41403           ,TRAFFIC,Non Incapacitating Injury,1/18/2017,BRUCE B DOWNS BL / 42ND ST N,33613
948750,2017-43074           ,BATTERY,BATTERY-SIMPLE,1/18/2017,1200 BLOCK SKIPPER RD,33613
948820,2017-44825           ,TRAFFIC,Property Damage,1/19/2017,SKIPPER RD / NEBRASKA AV N,33613
948869,2017-45253           ,DRUGS,DRUGS/NARCOTICS,1/19/2017,1000 BLOCK BEARSS AV W,33613
948930,2017-44277           ,BATTERY,BATTERY-AGGRAVATED,1/19/2017,13800 BLOCK 19TH ST N,33613
948985,2017-45506           ,BURGLARY,THEFT FROM A VEHICLE,1/19/2017,1300 BLOCK AUTUMN DR,33613
949007,2017-44191           ,MISCHIEF,CRIMINAL MISCHIEF MISDEMEANOR,1/19/2017,4500 BLOCK MONTEGO BAY CT,33613
949040,2017-45106           ,FRAUD,FRAUD-IMPERSONATION,1/19/2017,14900 BLOCK FLORIDA AV N,33613
949063,2017-46469           ,BURGLARY,THEFT FROM A VEHICLE,1/19/2017,14900 BLOCK HARDY DR W,33613
949117,2017-48298           ,THEFT,THEFT FROM A BUILDING,1/20/2017,3600 BLOCK JEFFERSON COMMONS DR,33613
949190,2017-46997           ,BURGLARY,THEFT FROM A VEHICLE,1/20/2017,3900 BLOCK ROCKY CR,33613
949205,2017-47819           ,DRUGS,DRUG PARAPHERNALIA,1/20/2017,1500 BLOCK 140TH AV E,33613
949233,2017-49066           ,DRUGS,DRUG TRAFFICKING/DELIVERY,1/20/2017,FLETCHER AV E / BRUCE B DOWNS BL,33613
949244,2017-47120           ,BURGLARY,BURGLARY OTHER STRUCTURE,1/20/2017,3400 BLOCK JEFFERSON COMMONS DR,33613
949282,2017-48854           ,ROBBERY,PERSON - ROBBERY,1/20/2017,1200 BLOCK FOUR SEASONS BL,33613
949284,2017-48871           ,BATTERY,BATTERY-SIMPLE,1/20/2017,1200 BLOCK 142ND AV E,33613
949285,2017-47062           ,THEFT,THEFT MOTOR VEHICLE PARTS,1/20/2017,1400 BLOCK 140TH AV E,33613
949300,2017-47061           ,TRAFFIC,Property Damage,1/20/2017,BRUCE B DOWNS BL / BEARSS AV E,33613
949342,2017-47676           ,TRAFFIC,Non Incapacitating Injury,1/20/2017,BRUCE B DOWNS BL / BEARSS AV E,33613
949345,2017-48082           ,TRAFFIC,Property Damage,1/20/2017,BRUCE B DOWNS BL / BEARSS AV E,33613
949346,2017-48472           ,TRAFFIC,Property Damage,1/20/2017,BRUCE B DOWNS BL / BEARSS AV E,33613
949349,2017-46554           ,MISCHIEF,CRIMINAL MISCHIEF MISDEMEANOR,1/20/2017,4000 BLOCK WOODSPRING LN,33613
949355,2017-46741           ,BURGLARY,BURGLARY RESIDENCE / NO FORCE,1/20/2017,13700 BLOCK SUSAN KAY DR,33613
949402,2017-46681           ,DUI,DUI (DRIVING UNDER INFLUENCE),1/20/2017,BRUCE B DOWNS BL / BEARSS AV E,33613
949409,2017-50222           ,TRAFFIC,Property Damage,1/21/2017,BEARSS AV E / 22ND ST N,33613
949413,2017-51188           ,TRAFFIC,Non Incapacitating Injury,1/21/2017,BRUCE B DOWNS BL / 138TH AV E,33613
949426,2017-49831           ,MISCHIEF,CRIMINAL MISCHIEF MISDEMEANOR,1/21/2017,1200 BLOCK SKIPPER RD,33613
949431,2017-50361           ,BATTERY,BATTERY-SIMPLE,1/21/2017,1200 BLOCK SKIPPER RD,33613
949436,2017-50984           ,THEFT,PETIT THEFT - ALL OTHER,1/21/2017,1700 BLOCK SKIPPER RD,33613
949456,2017-50253           ,BURGLARY,THEFT FROM A VEHICLE,1/21/2017,1000 BLOCK SYLVIA LN,33613
949461,2017-50688           ,MISCHIEF,CRIMINAL MISCHIEF MISDEMEANOR,1/21/2017,15300 BLOCK NEBRASKA AV N,33613
949469,2017-51039           ,BATTERY,BATTERY-SIMPLE,1/21/2017,15300 BLOCK NEBRASKA AV N,33613
949470,2017-51374           ,DUI,DUI (DRIVING UNDER INFLUENCE),1/21/2017,FLETCHER AV E / 42ND ST N,33613
949563,2017-50754           ,BATTERY,BATTERY-SIMPLE,1/21/2017,1500 BLOCK 142ND AV E,33613
949571,2017-51466           ,DUI,DUI (DRIVING UNDER INFLUENCE),1/21/2017,4100 BLOCK ASHFORD GREEN PL,33613
949633,2017-52781           ,THEFT,SHOPLIFTING,1/22/2017,15300 BLOCK NEBRASKA AV N,33613
949699,2017-52930           ,DUI,DUI (DRIVING UNDER INFLUENCE),1/22/2017,NEBRASKA AV N / 140TH AV E,33613
949726,2017-051439          ,TRAFFIC,Property Damage,1/22/2017,FISHER RD / BEARSS AV E,33613
949743,2017-52289           ,BURGLARY,THEFT FROM A VEHICLE,1/22/2017,14200 BLOCK 42ND ST N,33613
949756,2017-51612           ,ASSAULT,ASSAULT (DV),1/22/2017,4000 BLOCK ANGEL OAK CT,33613
949757,2017-51639           ,ROBBERY,PERSON - ROBBERY,1/22/2017,3400 BLOCK PALM CROSSING DR,33613
949771,2017-55089           ,DRUGS,DRUGS/NARCOTICS,1/23/2017,19TH ST N / 137TH AV E,33613
949778,2017-53916           ,TRAFFIC,Property Damage,1/23/2017,NEBRASKA AV N / SKIPPER RD,33613
949905,2017-54040           ,TRAFFIC,Property Damage,1/23/2017,BEARSS AV E / BRUCE B DOWNS BL,33613
949945,2017-55759           ,DRUGS,DRUGS/NARCOTICS,1/23/2017,13500 BLOCK UNIVERSITY PZ,33613
949963,2017-55550           ,FRAUD,FRAUD-CREDIT CARD,1/23/2017,1100 BLOCK DOGWOOD AV,33613
949967,2017-55103           ,DRUGS,DRUGS/NARCOTICS,1/23/2017,42ND ST N / HELLENIC DR,33613
950081,2017-46307           ,THEFT,GRAND THEFT - ALL OTHER,1/24/2017,2900 BLOCK SYCAMORE CT,33613
950094,2017-57675           ,BURGLARY,BURGLARY RESIDENCE / FORCED,1/24/2017,1300 BLOCK FOUR SEASONS BL,33613
950202,2017-56713           ,TRAFFIC,Property Damage,1/24/2017,BRUCE B DOWNS BL / GRAND PAVILION DR,33613
950240,2017-57586           ,DRUGS,DRUGS/NARCOTICS,1/24/2017,42ND ST N / HELLENIC DR,33613
950295,2017-57573           ,FRAUD,FRAUD-CREDIT CARD,1/24/2017,2200 BLOCK CEDAR TRACE CR,33613
950323,2017-59073           ,ROBBERY,PERSON - ROBBERY,1/25/2017,15100 BLOCK NEBRASKA AV N,33613
950380,2017-59979           ,FRAUD,FRAUD-SWINDLE,1/25/2017,14300 BLOCK HENSEL LN,33613
950382,2017-58734           ,BATTERY,BATTERY-SIMPLE,1/25/2017,2000 BLOCK HOLLY CT,33613
950438,2017-60741           ,TRAFFIC,Property Damage,1/25/2017,BEARSS AV W / CRISIS CENTER PZ,33613
950508,2017-60354           ,THEFT,SHOPLIFTING,1/25/2017,15300 BLOCK NEBRASKA AV N,33613
950537,2017-60634           ,BATTERY,BATTERY-SIMPLE,1/25/2017,13600 BLOCK PLATTE CREEK CR,33613
