OBJECTID,Case Number,Crime Type,Crime Type Extension,Reported Date,Address,zip
1168679,2019-539922          ,TRAFFIC,Property Damage,07/30/2019,GUNN HW  /  NORTH MOBLEY RD,33556
1170637,2019-561444          ,TRAFFIC,Non Incapacitating Injury,08/08/2019,GUNN HW  /  BROOKE ANGELA DR,33556
1174338,2019-602921          ,TRAFFIC,Non Incapacitating Injury,08/23/2019,VAN DYKE RD  /  GUNN HW,33556
1184889,2019-722059          ,DUI,DUI (DRIVING UNDER INFLUENCE),10/08/2019,GUNN HW  /  WAYNE RD,33556
1184952,2019-723812          ,TRAFFIC,Property Damage,10/08/2019,GUNN HW  /  LUTZ LAKE FERN RD,33556
1190740,2019-787405          ,DUI,DUI (DRIVING UNDER INFLUENCE),11/02/2019,GUNN HW  /  JANA DR,33556
1197252,2019-864212          ,TRAFFIC,Property Damage,12/03/2019,RACE TRACK RD  /  PATTERSON RD,33556
1203017,2019-929086          ,MISCHIEF,CRIMINAL MISCHIEF MISDEMEANOR,12/29/2019,17400 BLOCK VAN DYKE FARMS BL,33556
1215417,2020-142851          ,TRAFFIC,Property Damage,02/22/2020,BOY SCOUT RD  /  CASTLEBERRY RD,33556
1235460,2020-393117          ,TRAFFIC,Property Damage,06/15/2020,BOY SCOUT RD  /  RACE TRACK RD,33556
1236330,2020-405057          ,MISCHIEF,CRIMINAL MISCHIEF MISDEMEANOR,06/20/2020,16300 BLOCK OFFENHAUR RD,33556
1242244,2020-476646          ,THEFT,PETIT THEFT - ALL OTHER,07/23/2020,16700 BLOCK EAGLE OAK DR,33556
1243034,2020-483354          ,DUI,DUI (DRIVING UNDER INFLUENCE),07/27/2020,17000 BLOCK WINNERS CR,33556
1244053,2020-496316          ,TRAFFIC,Non Incapacitating Injury,08/02/2020,9200 BLOCK LONEY LAKE DR,33556
1245882,2020-522101          ,TRAFFIC,Property Damage,08/13/2020,PATTERSON RD  /  SILVER DOLLAR DR,33556
1247013,2020-532993          ,TRAFFIC,Incapacitating,08/19/2020,PATTERSON RD  /  EAGLES ENTRY DR,33556
1251544,2020-587772          ,TRAFFIC,Property Damage,09/12/2020,PATTERSON RD  /  SILVER DOLLAR DR,33556
1266031,2020-752740          ,TRAFFIC,Property Damage,11/21/2020,NORTH MOBLEY RD  /  GUNN HW,33556
1267073,2020-765588          ,TRAFFIC,Property Damage,11/26/2020,PATTERSON RD  /  PATSY ACRES DR,33556
1272171,2020-821157          ,BURGLARY,BURGLARY BUSINESS/ FORCED,12/21/2020,8700 BLOCK GUNN HW,33556
1273774,2020-842026          ,TRAFFIC,Non Incapacitating Injury,12/30/2020,GUNN HW  /  KEYSTONE CROSSING BL,33556
1049830,2018-145924          ,THEFT,PETIT THEFT - ALL OTHER,02/28/2018,18100 BLOCK CRAWLEY RD,33556
1053766,2018-185952          ,TRAFFIC,Property Damage,03/16/2018,TARPON SPRINGS RD / GUNN HW,33556
1064039,2018-290245          ,DRUGS,DRUGS/NARCOTICS,04/27/2018,TARPON SPRINGS RD / BOY SCOUT RD,33556
1076657,2018-427007          ,TRAFFIC,Non Incapacitating Injury,06/20/2018,SOUTH MOBLEY RD / GUNN HW,33556
1077593,2018-437922          ,TRAFFIC,Non Incapacitating Injury,06/25/2018,TARPON SPRINGS RD / BOY SCOUT RD,33556
1082187,2018-491536          ,TRAFFIC,Property Damage,07/16/2018,GUNN HW / VAN DYKE RD,33556
1087869,2018-554279          ,TRAFFIC,Non Incapacitating Injury,08/11/2018,GUNN HW / MISTY MORNING TL,33556
1089678,2018-574825          ,TRAFFIC,Incapacitating,08/19/2018,VAN DYKE RD / RAMBLEWOOD RD,33556
1090932,2018-587179          ,BURGLARY,THEFT FROM A VEHICLE,08/24/2018,15000 BLOCK MEADOWLAKE ST,33556
1104165,2018-731582          ,TRAFFIC,Non Incapacitating Injury,10/20/2018,RACE TRACK RD / SOUTH MOBLEY RD,33556
1108888,2018-779987          ,TRAFFIC,Property Damage,11/09/2018,GUNN HW / PETERSON RD,33556
1113717,2018-833204          ,TRAFFIC,Incapacitating,12/02/2018,GUNN HW / WAYNE RD,33556
1126140,2019-63011           ,BATTERY,BATTERY-SIMPLE,01/27/2019,17500 BLOCK BROWN RD,33556
1134693,2019-154305          ,TRAFFIC,Property Damage,03/04/2019,GUNN HW / VAN DYKE RD,33556
1141566,2019-229540          ,TRAFFIC,Property Damage,04/03/2019,GUNN HW / LUTZ LAKE FERN RD,33556
1158646,2019-417283          ,THEFT,GRAND THEFT - ALL OTHER,06/14/2019,17500 BLOCK CRAWLEY RD,33556
1160415,2019-438659          ,MISCHIEF,CRIMINAL MISCHIEF MISDEMEANOR,06/22/2019,9100 BLOCK NORTH MOBLEY RD,33556
1160710,2019-461404          ,MISCHIEF,CRIMINAL MISCHIEF MISDEMEANOR,06/23/2019,16500 BLOCK HUTCHISON RD,33556
1161520,2019-452594          ,TRAFFIC,Property Damage,06/27/2019,GUNN HW  /  VIVIAN BASS WY,33556
1170159,2019-556222          ,FRAUD,FRAUD-CREDIT CARD,08/06/2019,16200 BLOCK TURNBURY OAK DR,33556
1172990,2019-587924          ,THEFT,PETIT THEFT - ALL OTHER,08/18/2019,8500 BLOCK BETH CT,33556
1185473,2019-729394          ,TRAFFIC,Non Incapacitating Injury,10/10/2019,TARPON SPRINGS RD  /  JORENE RD,33556
1200770,2019-902700          ,TRAFFIC,Property Damage,12/18/2019,SILVER VILLAS LN  /  SILVER SHORES LN,33556
1201643,2019-912632          ,BATTERY,BATTERY-SIMPLE,12/22/2019,13200 BLOCK OAK ST,33556
1210067,2020-79233           ,TRAFFIC,Property Damage,01/30/2020,TARPON SPRINGS RD  /  GUNN HW,33556
1221580,2020-214216          ,TRAFFIC,Non Incapacitating Injury,03/23/2020,EASTBOURN DR  /  ROYAL DUBLIN AV,33556
1224514,2020-257066          ,TRAFFIC,Non Incapacitating Injury,04/13/2020,GUNN HW  /  COSME RD,33556
1252340,2020-595925          ,TRAFFIC,Property Damage,09/16/2020,RACE TRACK RD  /  BOY SCOUT RD,33556
1267382,2020-768646          ,TRAFFIC,Property Damage,11/28/2020,12400 BLOCK EAGLES ENTRY DR,33556
1047148,2018-120474          ,TRAFFIC,Non Incapacitating Injury,02/18/2018,NINE EAGLES DR / TURNBURY OAK DR,33556
1061025,2018-258344          ,TRAFFIC,Property Damage,04/14/2018,GUNN HW / TARPON SPRINGS RD,33556
1079259,2018-454891          ,TRAFFIC,Non Incapacitating Injury,07/02/2018,EASTBOURN DR / ROYAL DUBLIN AV,33556
1089658,2018-575222          ,TRAFFIC,Non Incapacitating Injury,08/19/2018,SOUTH MOBLEY RD / RACE TRACK RD,33556
1097447,2018-660899          ,BATTERY,BATTERY-SIMPLE,09/22/2018,10200 BLOCK LAKE GROVE DR,33556
1110700,2018-799157          ,TRAFFIC,Property Damage,11/17/2018,8500 BLOCK GUNN HW,33556
1112701,2018-820836          ,TRAFFIC,Property Damage,11/27/2018,LUTZ LAKE FERN RD / ROGERS RD,33556
1118128,2018-877099          ,TRAFFIC,Property Damage,12/20/2018,RACE TRACK RD / SOUTH MOBLEY RD,33556
1122545,2019-26873           ,TRAFFIC,Property Damage,01/11/2019,PATTERSON RD / SILVER DOLLAR DR,33556
1141062,2019-226138          ,THEFT,GRAND THEFT - ALL OTHER,04/01/2019,16900 BLOCK CRAWLEY RD,33556
1155632,2019-382059          ,TRAFFIC,Non Incapacitating Injury,06/01/2019,HUTCHISON RD  /  NORTH MOBLEY RD,33556
1166970,2019-518270          ,TRAFFIC,Property Damage,07/22/2019,GUNN HW  /  TARPON SPRINGS RD,33556
1175629,2019-615211          ,THEFT,GRAND THEFT - ALL OTHER,08/28/2019,8200 BLOCK PETERSON RD,33556
1175669,2019-620357          ,HARASS,HARASSING/OBSCENE,08/29/2019,12500 BLOCK JOT EM DOWN LN,33556
1183541,2019-707238          ,TRAFFIC,Non Incapacitating Injury,10/02/2019,GUNN HW  /  RACE TRACK RD,33556
1189071,2019-738708          ,TRAFFIC,Property Damage,10/25/2019,NORTH MOBLEY RD  /  FITZGERALD RD,33556
1190966,2019-790818          ,TRAFFIC,Incapacitating,11/03/2019,9500 BLOCK EDDINGS RD,33556
1204328,2020-11107           ,BURGLARY,THEFT FROM A VEHICLE,01/05/2020,7000 BLOCK LUTZ LAKE FERN RD,33556
1214604,2019-658796          ,TRAFFIC,Fatal Injury,02/18/2020,VAN DYKE RD / BROWN RD,33556
1232987,2020-362416          ,TRAFFIC,Property Damage,06/01/2020,GUNN HW  /  NORTH MOBLEY RD,33556
1236708,2020-1501532         ,FRAUD,FRAUD-IMPERSONATION,06/22/2020,17600 BLOCK PASTURE RD,33556
1239536,2020-440567          ,BURGLARY,THEFT FROM A VEHICLE,07/07/2020,19700 BLOCK SPRING WILLOW CT,33556
1245241,2020-512871          ,BATTERY,BATTERY-SIMPLE,08/09/2020,15500 BLOCK EASTBOURN DR,33556
1255022,2020-626065          ,TRAFFIC,Property Damage,09/29/2020,GUNN HW  /  RACE TRACK RD,33556
1267468,2020-771432          ,MISCHIEF,CRIMINAL MISCHIEF MISDEMEANOR,11/29/2020,10500 BLOCK TARPON SPRINGS RD,33556
1269197,2020-788304          ,BURGLARY,BURGLARY BUSINESS/ FORCED,12/07/2020,8800 BLOCK GUNN HW,33556
1271985,2020-821559          ,TRAFFIC,Property Damage,12/21/2020,VAN DYKE RD  /  GUNN HW,33556
1049472,2018-144567          ,TRAFFIC,Property Damage,02/27/2018,GUNN HW / COPELAND RD,33556
1053259,2018-180701          ,TRAFFIC,Non Incapacitating Injury,03/14/2018,GUNN HW / VAN DYKE RD,33556
1056628,2018-214664          ,TRAFFIC,Non Incapacitating Injury,03/28/2018,GUNN HW / LUTZ LAKE FERN RD,33556
1057155,2018-220112          ,TRAFFIC,Non Incapacitating Injury,03/30/2018,PATTERSON RD / SILVER DOLLAR DR,33556
1062645,2018-276377          ,TRAFFIC,Property Damage,04/21/2018,TARPON SPRINGS RD / GUNN HW,33556
1069881,2018-350676          ,TRAFFIC,Property Damage,05/21/2018,RACE TRACK RD / SOUTH MOBLEY RD,33556
1072260,2018-374285          ,TRAFFIC,Property Damage,05/31/2018,GUNN HW / WAYNE RD,33556
1076173,2018-422259          ,TRAFFIC,Non Incapacitating Injury,06/18/2018,GUNN HW / KEYSTONE CROSSING BL,33556
1113854,2018-834370          ,DUI,DUI (DRIVING UNDER INFLUENCE),12/02/2018,GUNN HW / ISBELL LN,33556
1120318,2018-902848          ,TRAFFIC,Property Damage,12/31/2018,HUTCHISON RD / NORTH MOBLEY RD,33556
1121600,2019-015903          ,TRAFFIC,Property Damage,01/07/2019,RACE TRACK RD / MILAM DR,33556
1125187,2019-54438           ,TRAFFIC,Property Damage,01/23/2019,SENTRY WOODS CT / HUTCHISON RD,33556
1126214,2019-064327          ,TRAFFIC,Property Damage,01/27/2019,GUNN HW / VAN DYKE RD,33556
1142058,2019-236776          ,TRAFFIC,Property Damage,04/05/2019,GUNN HW / NORTH MOBLEY RD,33556
1146343,2019-284659          ,TRAFFIC,Non Incapacitating Injury,04/24/2019,PATTERSON RD / SILVER DOLLAR DR,33556
1152852,2019-349993          ,DUI,DUI (DRIVING UNDER INFLUENCE),05/20/2019,15100 BLOCK ARBOR HOLLOW DR,33556
1156914,2019-397683          ,MISCHIEF,CRIMINAL MISCHIEF FELONY,06/06/2019,13200 BLOCK ROYAL GEORGE AV,33556
1159619,2019-426103          ,DUI,DUI (DRIVING UNDER INFLUENCE),06/18/2019,WAYNE RD  /  GUNN HW,33556
1163446,2019-476428          ,THEFT,THEFT FROM A BUILDING,07/06/2019,17400 BLOCK ISBELL LN,33556
1178889,2019-655179          ,THEFT,THEFT MOTOR VEHICLE PARTS,09/12/2019,17100 BLOCK JOURNEYS END DR,33556
1196502,2019-856049          ,DRUGS,DRUGS/NARCOTICS,11/29/2019,PATTERSON RD  /  EAGLES ENTRY DR,33556
1240515,2020-454036          ,THEFT,GRAND THEFT - ALL OTHER,07/13/2020,17700 BLOCK GUNN HW,33556
1241477,2020-465182          ,TRAFFIC,Property Damage,07/18/2020,7600 BLOCK COPELAND RD,33556
1253897,2020-614670          ,TRAFFIC,Non Incapacitating Injury,09/24/2020,GUNN HW  /  VAN DYKE RD,33556
1256307,2020-642250          ,TRAFFIC,Property Damage,10/06/2020,GUNN HW  /  VAN DYKE RD,33556
1271962,2020-820273          ,BURGLARY,THEFT FROM A VEHICLE,12/20/2020,17100 BLOCK LONGACRES LN,33556
1279642,2021-62645           ,TRAFFIC,Fatal Injury,01/29/2021,RACE TRACK RD / SOUTHMOBLEY RD,33556
1048012,2018-127705          ,TRAFFIC,Property Damage,02/21/2018,TARPON SPRINGS RD / CRAWLEY RD,33556
1049180,2018-141884          ,THEFT,THEFT FROM A BUILDING,02/26/2018,19400 BLOCK PINE TREE RD,33556
1056416,2018-212113          ,TRAFFIC,Non Incapacitating Injury,03/27/2018,GUNN HW / TARPON SPRINGS RD,33556
1061182,2018-260710          ,TRAFFIC,Property Damage,04/15/2018,HIAWATHA RD / LUTZ LAKE FERN RD,33556
1062118,2018-270467          ,TRAFFIC,Property Damage,04/19/2018,RACE TRACK RD / GATOR HOLE RD,33556
1068902,2018-340553          ,DUI,DUI (DRIVING UNDER INFLUENCE),05/17/2018,GUNN HW / COSME RD,33556
1073522,2018-391609          ,TRAFFIC,Property Damage,06/06/2018,RACE TRACK RD / MCGLAMERY RD,33556
1080495,2018-470918          ,TRAFFIC,Non Incapacitating Injury,07/08/2018,GUNN HW / COPELAND RD,33556
1085261,2018-526039          ,TRAFFIC,Property Damage,07/31/2018,GUNN HW / TARPON SPRINGS RD,33556
1098580,2018-673285          ,TRAFFIC,Property Damage,09/27/2018,CRAWLEY RD / AQUA LN,33556
1098603,2018-673844          ,TRAFFIC,Property Damage,09/27/2018,GUNN HW / LAKE GRACE DR,33556
1100535,2018-694441          ,TRAFFIC,Non Incapacitating Injury,10/05/2018,GUNN HW / DONNA LU DR,33556
1103177,2018-722845          ,BATTERY,BATTERY-SIMPLE,10/16/2018,12700 BLOCK ROYAL GEORGE AV,33556
1112835,2018-824661          ,TRAFFIC,Non Incapacitating Injury,11/28/2018,GUNN HW / KEYSTONE CROSSING BL,33556
1118537,2018-880910          ,TRAFFIC,Property Damage,12/21/2018,GUNN HW / RACE TRACK RD,33556
1127110,2019-74589           ,MISCHIEF,CRIMINAL MISCHIEF MISDEMEANOR,01/31/2019,17100 BLOCK EQUESTRIAN TL,33556
1141574,2019-231097          ,TRAFFIC,Property Damage,04/03/2019,GUNN HW / BONNIE COVE LN,33556
1141640,2019-232423          ,TRAFFIC,Property Damage,04/04/2019,GUNN HW / BONNIE COVE LN,33556
1168106,2019-531810          ,BURGLARY,BURGLARY RESIDENCE / FORCED,07/27/2019,13000 BLOCK TARPON SPRINGS RD,33556
1172872,2019-586149          ,THEFT,PETIT THEFT - ALL OTHER,08/17/2019,17800 BLOCK SIMMS RD,33556
1173977,2019-600949          ,BATTERY,BATTERY-SIMPLE,08/22/2019,8300 BLOCK BRIARFIELD CT,33556
1181614,2019-686969          ,TRAFFIC,Property Damage,09/24/2019,GUNN HW  /  VAN DYKE RD,33556
1184468,2019-719264          ,TRAFFIC,Property Damage,10/06/2019,GUNN HW  /  PETERSON RD,33556
1187548,2019-750671          ,FRAUD,FRAUD-OTHER,10/19/2019,15100 BLOCK ELMCREST ST,33556
1188999,2019-766194          ,THEFT,THEFT FROM A BUILDING,10/25/2019,8000 BLOCK NORTH MOBLEY RD,33556
1193848,2019-823634          ,TRAFFIC,Property Damage,11/16/2019,VAN DYKE RD  /  GUNN HW,33556
1199845,2019-894403          ,TRAFFIC,Property Damage,12/14/2019,RAMBLEWOOD RD  /  PINE RANCH RD,33556
1205484,2020-25599           ,TRAFFIC,Non Incapacitating Injury,01/10/2020,LUTZ LAKE FERN RD  /  ANGEL LN,33556
1208398,2020-59463           ,FRAUD,FRAUD-OTHER,01/23/2020,17200 BLOCK BREEDERS CUP DR,33556
1215932,2020-150512          ,BURGLARY,BURGLARY RESIDENCE / FORCED,02/25/2020,16900 BLOCK CRAWLEY RD,33556
1236971,2020-411402          ,TRAFFIC,Property Damage,06/23/2020,BOY SCOUT RD  /  TARPON SPRINGS RD,33556
1241033,2020-460490          ,THEFT,PETIT THEFT - ALL OTHER,07/16/2020,17800 BLOCK WILLOW LAKE DR,33556
1259859,2020-681545          ,TRAFFIC,Non Incapacitating Injury,10/22/2020,LUTZ LAKE FERN RD  /  MICHIGAN AV,33556
1265607,2020-749131          ,TRAFFIC,Property Damage,11/19/2020,VAN DYKE RD  /  GUNN HW,33556
1274200,2021-3610            ,TRAFFIC,Non Incapacitating Injury,01/02/2021,GUNN HW  /  NORTH MOBLEY RD,33556
1055314,2018-200431          ,BURGLARY,THEFT FROM A VEHICLE,03/22/2018,7000 BLOCK LUTZ LAKE FERN RD,33556
1056144,2018-209150          ,BATTERY,BATTERY-SIMPLE,03/26/2018,19600 BLOCK LAKE OSCEOLA LN,33556
1065842,2018-310145          ,FRAUD,FRAUD-IMPERSONATION,05/04/2018,7400 BLOCK LUTZ LAKE FERN RD,33556
1067548,2018-328496          ,TRAFFIC,Non Incapacitating Injury,05/11/2018,VAN DYKE RD / GUNN HW,33556
1081268,2018-481619          ,THEFT,PETIT THEFT - ALL OTHER,07/12/2018,19500 BLOCK BARRIE ACRES TL,33556
1101056,2018-700990          ,DRUGS,DRUGS/NARCOTICS,10/07/2018,TARPON SPRINGS RD / PATTERSON RD,33556
1106924,2018-760670          ,FRAUD,FRAUD-OTHER,11/01/2018,10400 BLOCK LAKE GROVE DR,33556
1109861,2018-793261          ,TRAFFIC,Non Incapacitating Injury,11/14/2018,CRAWLEY RD / EDDINGS RD,33556
1115583,2018-850801          ,TRAFFIC,Property Damage,12/09/2018,VAN DYKE RD / GUNN HW,33556
1117435,2018-869767          ,THEFT,THEFT FROM A BUILDING,12/17/2018,16600 BLOCK SOUNDING SHORES DR,33556
1123924,2019-39345           ,TRAFFIC,Property Damage,01/17/2019,TARPON SPRINGS RD / GUNN HW,33556
1152686,2019-349912          ,TRAFFIC,Property Damage,05/20/2019,ARBOR HOLLOW DR  /  BEREA DR,33556
1173834,2019-595821          ,TRAFFIC,Property Damage,08/21/2019,VAN DYKE RD  /  GUNN HW,33556
1175958,2019-622571          ,TRAFFIC,Property Damage,08/30/2019,TARPON SPRINGS RD  /  TYLER RD,33556
1197512,2019-867898          ,TRAFFIC,Property Damage,12/04/2019,RACE TRACK RD  /  GUNN HW,33556
1205298,2020-20694           ,TRAFFIC,Non Incapacitating Injury,01/09/2020,18100 BLOCK PATTERSON RD,33556
1208063,2020-1500029         ,FRAUD,FRAUD-IMPERSONATION,01/22/2020,12800 BLOCK ROYAL GEORGE AV,33556
1211893,2020-100693          ,FRAUD,FRAUD-OTHER,02/07/2020,15600 BLOCK INDIAN QUEEN DR,33556
1224107,2020-250986          ,THEFT,THEFT FROM A BUILDING,04/10/2020,11600 BLOCK TARPON SPRINGS RD,33556
1224339,2020-255466          ,BURGLARY,THEFT FROM A VEHICLE,04/12/2020,7000 BLOCK LUTZ LAKE FERN RD,33556
1225255,2020-267872          ,MISCHIEF,CRIMINAL MISCHIEF MISDEMEANOR,04/18/2020,17100 BLOCK RAINBOW TR,33556
1227167,2020-290748          ,TRAFFIC,Property Damage,04/30/2020,GUNN HW  /  RACE TRACK RD,33556
1229085,2020-314384          ,DRUGS,DRUGS/NARCOTICS,05/11/2020,17600 BLOCK GUNN HW,33556
1230808,2020-334610          ,DRUGS,DRUG PARAPHERNALIA,05/20/2020,LAKESIDE COVE CT  /  MEADOWLAKE ST,33556
1239507,2020-440187          ,TRAFFIC,Property Damage,07/07/2020,GUNN HW  /  LUTZ LAKE FERN RD,33556
1273184,2020-835504          ,BATTERY,BATTERY-SIMPLE,12/27/2020,HORSE POND RD  /  PETERSON RD,33556
1278886,2021-55428           ,TRAFFIC,Non Incapacitating Injury,01/26/2021,TARPON SPRINGS RD  /  GUNN HW,33556
1046724,2018-115287          ,TRAFFIC,Non Incapacitating Injury,02/16/2018,RACE TRACK RD / INNFIELDS DR,33556
1047425,2018-122579          ,TRAFFIC,Property Damage,02/19/2018,PATTERSON RD / TARPON SPRINGS RD,33556
1082765,2018-498243          ,TRAFFIC,Property Damage,07/19/2018,GUNN HW / BINDER RD,33556
1091484,2018-595913          ,TRAFFIC,Property Damage,08/27/2018,BOY SCOUT RD / CASTLEBERRY RD,33556
1091610,2018-598258          ,TRAFFIC,Non Incapacitating Injury,08/28/2018,SOUTH MOBLEY RD / GUNN HW,33556
1099104,2018-679224          ,TRAFFIC,Property Damage,09/29/2018,15500 BLOCK RACE TRACK RD,33556
1105676,2018-748534          ,TRAFFIC,Non Incapacitating Injury,10/27/2018,GUNN HW / NORTH MOBLEY RD,33556
1109337,2018-787414          ,TRAFFIC,Non Incapacitating Injury,11/12/2018,VAN DYKE RD / RAMBLEWOOD RD,33556
1126672,2019-68919           ,TRAFFIC,Property Damage,01/29/2019,GUNN HW / SOUTH MOBLEY RD,33556
1141142,2019-227264          ,TRAFFIC,Property Damage,04/02/2019,VAN DYKE RD / GUNN HW,33556
1146778,2019-287649          ,TRAFFIC,Non Incapacitating Injury,04/25/2019,TARPON SPRINGS RD / JORENE RD,33556
1149778,2019-321575          ,TRAFFIC,Property Damage,05/08/2019,PINEAPPLE LN / SOUTH MOBLEY RD,33626
1162965,2019-469703          ,MURDER,JUSTIFIABLE HOMICIDE,07/03/2019,10400 BLOCK GROVE LN,33556
1167880,2019-530054          ,TRAFFIC,Property Damage,07/26/2019,GUNN HW  /  ARTILLERY LAKE DR,33556
1168773,2019-541384          ,TRAFFIC,Property Damage,07/31/2019,GUNN HW  /  COSME RD,33556
1182839,2019-700198          ,TRAFFIC,Property Damage,09/29/2019,GUNN HW  /  LUTZ LAKE FERN RD,33556
1189048,2019-767636          ,TRAFFIC,Property Damage,10/25/2019,GUNN HW  /  JANA DR,33556
1191899,2019-801355          ,TRAFFIC,Non Incapacitating Injury,11/07/2019,VAN DYKE RD  /  RAMBLEWOOD RD,33556
1201511,2019-911817          ,BATTERY,BATTERY-SIMPLE,12/21/2019,15800 BLOCK MUIRFIELD DR,33556
1217598,2020-168766          ,TRAFFIC,Property Damage,03/03/2020,GUNN HW  /  TARPON SPRINGS RD,33556
1221110,2020-208590          ,TRAFFIC,Property Damage,03/20/2020,GUNN HW  /  MISTY MORNING TL,33556
1225278,2020-266685          ,THEFT,GRAND THEFT - ALL OTHER,04/18/2020,8500 BLOCK NORTHTON GROVES BL,33556
1231123,2020-338129          ,FRAUD,FRAUD-OTHER,05/22/2020,16900 BLOCK EQUESTRIAN TL,33556
1236427,2020-404561          ,TRAFFIC,Property Damage,06/20/2020,GUNN HW  /  VAN DYKE RD,33556
1237343,2020-415787          ,TRAFFIC,Property Damage,06/25/2020,GUNN HW  /  TARPON SPRINGS RD,33556
1238259,2020-426981          ,BATTERY,BATTERY-SIMPLE,06/30/2020,GUNN HW  /  NORTH MOBLEY RD,33556
1243383,2020-489687          ,TRAFFIC,Property Damage,07/29/2020,GUNN HW  /  RACE TRACK RD,33556
1258680,2020-666491          ,FIRE,FIRE INVESTIGATION,10/16/2020,8000 BLOCK PETERSON RD,33556
1263549,2020-723468          ,TRAFFIC,Non Incapacitating Injury,11/09/2020,TARPON SPRINGS RD  /  PATTERSON RD,33556
1276805,2021-31827           ,THEFT,THEFT FROM A BUILDING,01/15/2021,12700 BLOCK EAGLES ENTRY DR,33556
1279338,2021-60853           ,TRAFFIC,Non Incapacitating Injury,01/28/2021,TARPON SPRINGS RD  /  BOY SCOUT RD,33556
1057873,2018-227660          ,TRAFFIC,Property Damage,04/02/2018,VAN DYKE RD / VAN DYKE FARMS BL,33556
1069091,2018-342581          ,TRAFFIC,Property Damage,05/18/2018,SPRING WILLOW CT / LAKE OSCEOLA LN,33556
1072300,2018-374505          ,MISCHIEF,CRIMINAL MISCHIEF MISDEMEANOR,05/31/2018,9600 BLOCK TARPON SPRINGS RD,33556
1073445,2018-392061          ,FRAUD,FRAUD-CREDIT CARD,06/06/2018,9200 BLOCK NORTH MOBLEY RD,33556
1074083,2018-399492          ,TRAFFIC,Property Damage,06/09/2018,PATTERSON RD / TARPON SPRINGS RD,33556
1121949,2019-17222           ,TRAFFIC,Non Incapacitating Injury,01/08/2019,GUNN HW / SOUTH MOBLEY RD,33556
1129506,2019-99631           ,BATTERY,BATTERY-SIMPLE,02/10/2019,19200 BLOCK GUNN HW,33556
1134289,2019-150884          ,TRAFFIC,Property Damage,03/02/2019,VAN DYKE RD / GUNN HW,33556
1157412,2019-404808          ,TRAFFIC,Property Damage,06/09/2019,TARPON SPRINGS RD  /  BOY SCOUT RD,33556
1169666,2019-551193          ,TRAFFIC,Property Damage,08/04/2019,GUNN HW  /  VAN DYKE RD,33556
1172583,2019-583971          ,TRAFFIC,Property Damage,08/16/2019,GUNN HW  /  TARPON SPRINGS RD,33556
1179055,2019-659616          ,TRAFFIC,Property Damage,09/13/2019,18400 BLOCK RUSTIC WOODS TL,33556
1187817,2019-755582          ,THEFT,PETIT THEFT - ALL OTHER,10/21/2019,17800 BLOCK WILLOW LAKE DR,33556
1195202,2019-839159          ,TRAFFIC,Non Incapacitating Injury,11/22/2019,LUTZ LAKE FERN RD  /  MAGNOLIA ESTATES DR,33556
1207940,2020-54335           ,TRAFFIC,Property Damage,01/21/2020,GUNN HW  /  OLD COUNTRY RD,33556
1234575,2020-381073          ,FRAUD,FRAUD-IMPERSONATION,06/10/2020,17500 BLOCK BOY SCOUT RD,33556
1243174,2020-450071          ,TRAFFIC,Property Damage,07/28/2020,BOY SCOUT RD  /  GROVE LN,33556
1245318,2020-512501          ,ASSAULT,AGGRAVATED ASSAULT,08/09/2020,15500 BLOCK EASTBOURN DR,33556
1271641,2020-816947          ,TRAFFIC,Non Incapacitating Injury,12/19/2020,NINE EAGLES DR  /  KINGSMILL PL,33556
1059602,2018-244141          ,TRAFFIC,Property Damage,04/09/2018,CRAWLEY RD / RAINBOW TR,33556
1062430,2018-274173          ,TRAFFIC,Property Damage,04/20/2018,LUTZ LAKE FERN RD / ANGEL LN,33556
1065662,2018-305616          ,THEFT,THEFT VEHICLE & OTHER MOBILE,05/03/2018,16100 BLOCK CARDEN DR,33556
1074853,2018-407158          ,TRAFFIC,Property Damage,06/12/2018,TROTTING DOWN DR / BOY SCOUT RD,33556
1077959,2018-441518          ,TRAFFIC,Property Damage,06/26/2018,GUNN HW / TARPON SPRINGS RD,33556
1078895,2018-450906          ,TRAFFIC,Property Damage,06/30/2018,CRAWLEY RD / TILLOTSON CT,33556
1083323,2018-504159          ,THEFT,THEFT FROM A BUILDING,07/21/2018,11500 BLOCK TROTTING DOWN DR,33556
1095254,2018-635816          ,THEFT,PETIT THEFT - ALL OTHER,09/12/2018,6500 BLOCK FIDDLE DE DEE LN,33556
1106575,2018-758786          ,TRAFFIC,Property Damage,10/31/2018,GUNN HW / RACE TRACK RD,33556
1109274,2018-785315          ,TRAFFIC,Property Damage,11/11/2018,SOUTH MOBLEY RD / RACE TRACK RD,33556
1126489,2017-595882          ,TRAFFIC,Non Incapacitating Injury,01/29/2019,15604 LAKE GRACE DR/PRIVATE PROPERTY,33556
1160738,2018-555355          ,TRAFFIC,Incapacitating,06/24/2019,GUNN HW / COSME RD,33556
1164588,2019-489443          ,BATTERY,BATTERY-SIMPLE,07/11/2019,16500 BLOCK HUTCHISON RD,33556
1166672,2019-514862          ,TRAFFIC,Property Damage,07/21/2019,16100 BLOCK VANDERBILT DR,33556
1174355,2019-602935          ,TRAFFIC,Non Incapacitating Injury,08/23/2019,GUNN HW  /  OLD COUNTRY RD,33556
